Number,Width,Length,Height,Price,Description,Weight
J5359384,5.75,29.00,4.75,566.67,"Drive Shaft",14.00
J0640959,2.50,2.50,0.50,3.33,"Axle Shaft Seal",0.10
55364640AA,1.00,23.00,1.00,36.67,"Liftgate Support",0.90
J8124695,20.00,21.50,3.50,86.67,"Complete Engine Gasket Set",4.50
5174311AB,6.25,9.00,3.50,60,"Brake Pad Set",5.00
J5350750,1.00,40.00,1.00,11.27,"Accelerator Cable",0.10
55294926,16.00,62.00,8.00,113.33,"Header Panel",11.00
53007190,5.00,10.00,4.75,141.67,Distributor,2.10
J4000056,0.25,0.63,0.25,3.33,"Dashboard Switch Nut",0.10
SPRE14PMC5,1.00,3.75,0.75,7.5,"Spark Plug",0.13
82400041,3.00,3.00,3.00,13.33,"Fuel Cap",0.30
5066373AA,4.50,6.00,2.00,28.33,"Tie Rod End",1.40
4884385AE,11.25,8.00,6.00,116.67,"Engine Oil Pan",8.50
4782561AE,4.00,20.50,4.00,96.67,"Control Arm",7.40
68078951AC,14.00,18.25,5.63,158.33,"Engine Oil Pan",19.00
83300109,6.25,10.75,5.00,108.33,"Brake Master Cylinder",1.60
J0989844,10.00,10.00,3.50,26.67,"Cowl Weatherstrip",1.60
J3206693,5.50,5.75,2.50,30,"Camshaft Sprocket",2.00
4805858AA,5.00,7.00,5.00,31.67,"Fog Light",0.60
5011977AB,12.00,12.50,4.50,130,"Steering Knuckle",14.10
RT31018,13.00,18.00,8.00,475,"HD Brake Booster Kit",20.00
J0999396,4.50,4.50,2.00,58.33,"Hub Flange",1.60
52008184,13.75,14.25,3.25,58.33,"Brake Rotor",11.90
4860082AF,7.00,15.00,5.00,48.33,"Brake Hose",0.90
J3225787,1.00,2.50,0.50,11.5,"Brake Light Switch",0.10
5EE84TZZAGK,7.25,61.00,5.00,165,"Bumper Kit",27.60
83500495,4.75,6.75,4.00,14.17,"Cv Joint Boot Kit",0.70
J3234707,2.50,2.50,2.50,6,"Control Arm Bushing",0.30
55155117,11.00,13.00,10.00,75,"Tail Light",3.40
L0003157AK,1.25,1.25,1.25,4.17,Bulb,0.06
56003119,3.25,1.50,3.25,33.33,"Headlight Switch",0.20
J0646698,5.50,5.75,2.50,35,"Crankshaft Pulley",1.40
TRK4,4.25,12.25,3.25,68.33,"Tie Rod End Kit",4.40
55155138AC,12.00,13.00,5.00,91.67,"Tail Light",3.60
5183442AA,9.00,10.00,1.00,56.67,"Wiring Harness Repair Kit",0.80
5191269AA,2.00,2.00,0.25,1.75,"Brake Caliper Boot",0.02
83504655,0.50,2.50,0.50,4.33,"Brake Caliper Pin",0.10
J0802040,0.50,7.50,0.50,4.92,"Fuel Line",0.10
83503722,3.50,3.75,3.50,78.33,"Vehicle Speed Sensor",0.20
83505432,13.00,13.25,3.00,366.67,"Differential Gear Set",8.20
J0914946,1.00,1.00,1.00,3.17,"Shift Knob",0.10
L002825W5W,0.50,1.00,0.50,2.66,Bulb,0.06
J5762385,6.00,24.00,5.00,9.17,"Door Glass Weatherstrip",0.30
J0642059,1.00,19.00,1.00,23.33,"Steering Adjuster",1.30
52098666K,14.50,14.75,6.50,250,"Disc Brake Service Kit",32.00
J5352079,1.50,3.00,1.50,9.17,"Leaf Spring Bushing",0.40
52089269C,13.50,14.00,3.25,80,"Brake Rotor",23.50
55155126,6.75,6.50,12.25,81.67,Headlight,1.70
4874432AC,3.50,3.50,1.75,73.33,"Idle Air Control Valve",0.40
68150040AA,0.50,0.50,0.10,1.33,"Fuel Injector O-Ring",0.02
J0688933,6.00,8.00,4.50,43.33,"Windshield Hinge",1.94
5184647AB,6.00,15.00,0.88,20,"Accessory Drive Belt",0.44
J0921055,0.75,1.75,0.75,4.17,"Leaf Spring Bushing",0.10
4713193P,7.50,33.00,7.50,291.67,"Axle Shaft",19.00
5127521AA,5.00,6.00,4.00,108.33,"Cooling Fan Motor",2.90
68017176AA,9.25,9.25,9.25,2083.33,"Differential Case Assembly",27.60
J5356661,3.25,3.25,1.00,18.33,"Wheel Bearing",8.00
RT26065,1.75,24.50,0.75,21,"Windshield Channel",0.56
J5362950,2.50,47.50,7.50,153.33,"Leaf Spring Assembly",40.00
4684442AB,2.75,2.75,2.00,8,"Bump Stop",0.10
J4200408,0.75,0.75,0.38,1,"Fender Flare Nut",0.02
J5762337,1.50,11.00,1.00,13.33,"Wiper Arm",0.10
4612894AB,4.25,5.50,3.50,60.5,"Drive Belt Tensioner",1.90
J0994345,5.00,5.50,2.25,106.67,"Differential Clutch Kit",1.80
5047063AA,1.25,3.25,1.25,7.5,"PCV Valve",0.06
4637500AB,5.50,9.50,6.00,63.33,"Water Pump",3.30
J3240166,2.00,5.50,2.00,15,"Intake Valve",0.30
J5359385,5.50,41.25,5.50,566.67,"Drive Shaft",16.00
J5363440,4.00,7.00,6.25,17.5,"Leaf Spring Plate",2.80
J5752817,1.50,1.75,0.50,5,"Dash Light",0.02
4694307AB,5.25,6.25,4.50,70,"Water Pump",2.20
52059681AD,21.00,28.00,17.00,950,"Front Pipe",23.00
5181513AC,15.25,15.25,2.50,125,"Brake Rotor",33.00
5003004AB,4.00,4.00,1.75,65,"Universal Joint",2.50
J0987911,0.38,1.25,0.38,4.33,"Dashboard Switch Bezel",0.30
4779197AD,13.50,14.00,2.50,75,"Brake Rotor",21.80
J3230351,0.50,1.50,0.50,3.67,"PCV Valve",0.10
4636382,8.00,8.00,5.75,150,"Input Bearing Retainer",3.20
5019941AA,5.00,10.00,0.75,31.67,"Blower Motor Resistor Repair Harness",0.20
J5752617,10.00,11.00,1.00,6.5,"Tailgate Cable",0.20
5020813AB,0.50,1.00,0.50,2.5,"Door Bumper",0.06
G120368,1.25,1.25,0.50,0.43,Nut,0.10
83505532,6.00,19.00,5.00,12.33,"Radiator Hose",1.20
RT28099,5.75,5.75,2.50,276.67,"5"" Round LED Tail Light Kit",1.20
J5463656,1.25,21.75,1.25,12.5,"Temperature Control Cable",0.10
5143350AC,6.25,8.00,4.25,53.33,"Brake Pad Set",5.00
J5355966,1.25,1.50,1.25,0.83,"Leaf Spring Bushing",0.10
J0654758,3.75,3.75,0.25,8,"Fuel Filler Neck Grommet",0.10
52018280,6.50,5.50,6.00,38.33,"Engine Mount",4.00
83501388,3.00,3.00,2.00,21.67,"Starter Drive",0.69
JA006753,3.50,4.50,0.12,9.17,"Output Shaft Shim Set",0.13
J3105346,9.00,15.00,5.00,56.67,Bearing,0.70
83504089,5.50,6.00,3.50,164.67,"Synchronizer Assembly",1.20
52098802,5.50,41.25,5.50,458.33,"Drive Shaft",13.00
RT32009,4.00,4.00,4.00,10,"Hub Cover",0.44
J0911814,1.00,9.25,0.25,2.5,"Clutch Pedal Shaft",0.30
J4485692,3.50,4.50,0.75,5,"Axle Shaft Seal",0.10
83500177,2.50,20.00,3.00,48.33,"Shock Absorber",3.60
55276578AA,3.00,5.00,1.00,3.67,"Hood Bumper",0.02
J0908593,3.25,3.25,1.25,12.5,"Fuel Cap",0.20
J8128192,11.00,22.00,3.00,73.33,"Engine Gasket Set",3.90
52098666,12.00,12.00,3.00,60,"Brake Rotor",13.30
J5352637,3.75,5.00,3.75,3.63,"Hub Seal",0.20
33002879AB,7.25,7.25,2.00,80,"Harmonic Balancer",4.90
5751098K,2.50,4.00,2.50,25,"Headlight Switch Kit",0.40
55154727,2.25,20.00,1.00,11.67,"Wiper Blade",0.20
5142559AA,4.25,3.50,9.75,46.67,"Brake Pad Set",5.40
J3205711,2.50,5.25,2.50,35,"Camshaft Bearing Set",0.40
55156452AF,10.00,16.00,7.00,106.67,Mirror,3.90
552549187,26.50,51.00,7.50,70,"Fender Flare",11.50
5012846AB,3.25,3.25,0.75,9.17,"Pinion Seal",0.20
J0630117,0.50,1.50,0.50,0.83,"Clutch Fork Spring",0.10
J3238137,4.00,1.00,4.00,2,"Hub Seal",0.10
68003699AA,6.00,8.00,4.50,35,"Caliper Bracket",3.60
52058936AB,5.50,7.00,5.00,60,"Engine Mount",6.10
J8136656,0.75,2.00,0.75,8.33,Lifter,0.30
RL596492AD,8.25,12.00,7.00,383.33,Compressor,14.50
4897244AA,8.00,8.50,3.50,20,"Fuel Filter",0.80
J5352688,2.00,14.50,1.00,24.17,"Brake Hose",0.40
5272084,2.00,2.75,2.00,7,"Control Arm Bushing",0.40
J5351209,1.00,3.25,1.00,9.17,"Clutch Adjuster",0.30
MD972003,7.75,8.25,4.75,60,"Water Pump",2.90
J5460640,3.25,3.25,3.00,40,"Oil Pressure Gauge",0.30
5011976AB,12.00,12.50,4.50,130,"Steering Knuckle",14.00
83504377,8.00,8.00,5.00,400,"Ring & Pinion",12.00
J0801332,1.00,3.50,0.50,0.75,"Shift Lever Spring",0.10
J8126500,3.00,2.00,3.00,48.33,"Differential Carrier Bearing Kit",1.90
5012521AA,7.00,11.75,2.00,31.67,"Sway Bar Link",1.30
JA001007,3.25,3.25,1.25,15.83,"Output Shaft Bearing",0.40
J4007541,0.75,1.50,0.75,2.67,"Hood Bumper",0.10
5105272AJ,5.50,22.00,4.00,56.67,"Lateral Link",4.60
4728646,0.88,2.75,0.88,10.05,Bulb,0.06
52028989AC,18.00,5.00,7.00,15,"Radiator Hose",1.10
4882837AB,7.25,9.25,5.75,86.67,"Water Pump",2.40
5010366AA,1.00,3.00,0.25,30,"Key Blank",0.10
J3224231,3.00,5.00,0.75,16.67,"Differential Shaft",0.44
4721933AB,12.00,12.00,1.50,66.67,"Brake Rotor",17.40
8983500806K,13.50,14.00,3.00,226.67,"Clutch Kit",15.60
4782683AB,2.00,2.00,2.00,4.5,"Sway Bar Bushing",0.30
5136022AH,9.00,12.25,6.00,200,"Fuel Module",2.60
CT20015T,30.00,40.00,10.50,920.93,"Complete Top",64.00
J8126587,4.00,4.50,2.75,17.5,"Shock Absorber Bracket",0.90
56003406,7.00,7.00,5.00,32.5,"Headlight Dimmer Switch",0.30
4412522AB,2.50,2.50,0.50,4.58,"Axle Shaft Seal",0.10
5105649HS,4.50,27.00,4.50,125,"Axle Shaft Assembly",14.00
68002388AB,4.50,10.50,4.25,80,"Wiper Motor",2.60
4860379AA,0.75,0.75,0.50,2.33,Retainer,0.20
4874393,8.50,10.00,6.50,48.33,"Windshield Washer Reservoir",1.00
5037476AB,0.32,6.65,0.32,4.17,"Push Rod",0.13
J5357953,8.00,11.00,0.50,15,"Accelerator Cable",0.30
J5352169,2.25,2.25,0.50,12.5,"Spindle Nut",0.20
55157126AH,14.50,49.25,13.00,45,"Fender Liner",2.00
J0637832,0.25,0.75,0.25,0.83,"Synchronizer Plate",0.10
J5362801,1.00,1.00,24.50,18.33,"Accelerator Cable",0.10
J5352186,1.00,19.00,1.00,14.17,"Brake Hose",0.30
J5361007,5.50,41.25,5.50,416.67,"Drive Shaft",13.50
SPRN14PMP5,1.00,3.75,1.00,12.5,"Spark Plug",0.10
J5353135,2.00,35.00,2.00,148.33,"Steering Shaft",5.00
52088402AB,6.00,6.00,2.00,15.83,"Coil Spring Isolator",0.80
4796865,4.00,7.50,4.50,30,"Tie Rod End",1.70
52079598AB,25.00,33.00,6.00,316.67,Radiator,13.50
55360190AN,6.75,56.75,4.75,148.33,Crossmember,7.50
5DY00TZZAC,14.00,25.00,13.00,66.67,"Bumper End Cap",2.70
J8131648,7.00,9.00,5.50,91.67,"Brake Caliper",8.30
83500507,9.50,11.00,0.12,5.33,"Transmission To Adapter Gasket",0.02
J5352268,3.25,3.25,1.00,25,"Wheel Bearing Cap",0.20
4886185AA,8.00,53.00,3.00,116.67,"Leaf Spring Assembly",31.00
68003777AA,3.25,3.25,1.25,8.75,"Brake Caliper Pin Kit",0.30
43219,7.00,7.00,7.00,200,"Differential Case",10.70
55037841AK,10.00,42.00,5.50,86.67,"Transmission Cooler Hose Set",1.60
J5355315,2.00,2.00,1.50,4.58,"Sway Bar Bushing",0.10
55395407AC,5.50,5.75,2.50,15.83,"Door Handle",0.44
J0938918,3.00,3.00,2.00,56.67,"Starter Drive",0.60
4721234AA,12.50,12.50,2.00,93.33,"Brake Rotor",19.30
4894554AE,2.00,1.50,27.00,38.33,"Liftgate Support",1.40
55394245AB,4.50,22.50,4.25,35,"Liftgate Glass Support",2.70
5FW70DX8AD,14.00,40.00,4.00,53.33,"Fender Flare",1.40
4897414AG,2.25,24.00,2.00,56.67,"Shock Absorber",3.90
68266647AD,13.00,18.50,10.00,466.67,Headlight,7.20
5019593AA,8.00,12.00,1.75,33.33,"Ignition Wire Set",0.90
J8124935,1.75,1.75,0.25,1.08,"Main Shaft Snap Ring",0.10
J0992825,1.25,1.25,0.50,0.75,"Fuel Tank Mount Isolator",0.10
J5356569,1.00,26.00,1.00,14.67,"Accelerator Cable",0.10
83506065,5.00,5.00,5.00,216.67,"Input Gear",3.20
68078975AB,26.25,34.00,4.25,266.67,"A/C Condenser & Transmission Cooler",12.50
4895482AB,4.00,10.50,4.00,20,"Sway Bar Link",1.40
J3193236,2.50,3.50,0.25,0.75,"Synchronizer Spring",0.10
68197867AA,4.50,6.50,2.00,56.67,"Fuel Filter",1.63
68003774AA,6.00,8.00,4.50,75,"Brake Caliper",5.20
5086581AA,7.50,8.00,4.50,125,"Water Pump",3.00
L0003757AK,1.25,3.25,1.25,3.66,Bulb,0.06
J5357620,4.50,4.75,1.75,6.67,Shackle,0.70
J0641774,4.00,12.00,1.00,65,"Connecting Rod",2.00
J0638459,3.00,3.00,2.00,141.67,"Crankshaft Gear",1.10
J5351776,10.00,11.00,2.50,23.33,"Speedometer Cable",1.10
68224936AA,4.50,4.50,2.00,43.33,"Tie Rod End",1.00
J5351777,8.50,9.00,1.25,13.33,"Speedometer Cable",0.40
55076222,6.00,3.00,6.00,25.83,"Door Handle",1.60
5015230AA,13.25,13.50,4.50,81.67,"Brake Rotor",26.50
J3141320,4.00,4.75,0.50,2.17,"Axle Shaft Bearing Shim",0.10
83300041,1.50,1.50,0.25,2.5,"Input Seal",0.10
J3167067,0.75,1.00,0.75,0.97,"Clutch Pivot Bushing",0.02
4641944AA,4.00,6.25,4.00,86.67,"Clutch Slave Cylinder",0.50
4578046AC,6.00,6.00,6.00,63.33,"Engine Mount",3.40
J8132384,4.50,4.50,2.00,131.67,"Second Gear",3.00
5093183AD,6.50,11.00,5.75,48.33,"Brake Pad Set",5.20
56027061AB,2.00,7.00,2.00,39.87,"Oil Level Sensor",0.20
55154762AD,25.00,4.50,3.00,8.33,"Wiper Blade",1.10
J0981809,1.00,9.00,0.50,10.83,"Wiper Blade",0.10
52019408AC,3.50,10.00,3.00,12.5,"Exhaust Hanger",0.70
5014003AA,2.00,2.50,2.00,30,"Wiring Harness Repair Kit",0.06
5017833AA,8.00,8.50,3.50,130,"Brake Caliper",7.70
L003157KLC,1.25,3.25,1.25,4.67,Bulb,0.06
1AT17025B,4.50,4.50,2.00,108.33,"Synchronizer Assembly",2.70
8126638SP,3.50,1.50,3.50,48.33,"Universal Joint",1.40
4860069AD,3.00,17.00,3.00,27.5,"Brake Hose",0.40
5154199AE,7.50,8.00,4.50,123.33,"Hub Assembly",8.94
5143556AA,5.00,2.00,6.00,36.67,"Tie Rod End",1.60
5012364AAK020,4.25,4.50,1.75,160,"Piston Ring Set",0.60
55078127AG,4.50,4.50,2.00,7.33,"Windshield Washer Hose",0.19
640786K,3.00,5.00,0.50,2.8,"Input Shaft Bearing Kit",1.70
TC303215,7.00,12.00,5.50,20.47,"Tire Cover",1.88
J8124818,1.00,1.00,0.50,1.08,"Tie Rod End Nut",0.10
83300053,2.50,2.50,0.75,4.58,"Exhaust Seal",0.10
68195812AA,6.50,7.00,2.00,98.34,"Bumper Bracket",0.80
4884695AB,2.25,7.00,2.00,60,"Variable Valve Timing Solenoid",0.40
J5362001,4.25,4.25,0.50,1.67,"Hub Gasket",0.10
52099498AD,4.00,35.00,4.00,483.33,"Drive Shaft",15.50
5105688AJ,5.75,22.00,4.00,60,"Lateral Link",5.94
J0942612,12.00,14.00,1.25,20,"Clutch Cable",0.80
68171943AD,8.50,10.50,2.50,28.33,"Brake Hose",0.80
52006870,24.00,37.00,13.00,266.67,"Fuel Tank Skid Plate",36.00
J8134072,1.50,1.50,0.12,2.55,"Cluster Gear Bearing Spacer",0.10
5018945TI,4.00,9.25,3.00,38.33,"Brake Pad Set",4.30
5093267AA,4.25,9.75,3.50,53.33,"Brake Pad Set",7.20
53004798,3.00,3.00,2.00,23.33,"Starter Relay",0.30
5066974AA,1.75,23.25,0.75,9.17,"Wiper Blade",0.30
J8121156,2.75,24.00,2.75,125,Camshaft,10.70
4692079AA,2.00,2.50,2.00,15.83,Relay,0.13
J4485673,0.25,1.00,0.25,0.13,Bearing,0.10
5134358AA,4.00,10.00,3.50,48.33,"Brake Pad Set",5.60
68272214AA,3.00,18.00,1.50,6,"Hood Weatherstrip",0.13
5EU81VF7AA,34.00,68.00,18.50,312,Fascia,21.80
4682332,4.50,15.50,3.75,20.83,"Radiator Hose",0.70
BRT20035T,10.25,36.50,10.25,599.92,"Bowless Soft Top",25.00
55395654AA,4.00,4.00,1.75,40,"Hood Safety Catch",0.25
55155828AF,11.75,15.25,7.00,120,"Tail Light",2.90
52059979AC,3.25,25.00,2.25,70,"Control Arm",6.40
4854622AB,11.25,11.25,2.50,75,"Brake Rotor",12.10
D44TJDBBK,5.00,5.00,2.00,60,"Axle Shaft Bearing Kit",1.70
J5752814,2.00,2.00,0.75,5,"Dash Light",0.02
930731K,13.50,14.00,3.25,191.67,"Clutch Kit",11.00
J5353238,12.00,12.50,1.00,20,"Parking Brake Cable",0.90
J0640965,1.25,1.50,1.25,12.5,"Differential Spacer",0.20
J0733395,13.25,13.25,0.50,31.67,"Flywheel Ring Gear",2.40
J8130510,5.00,5.00,2.00,68.33,"Axle Shaft Bearing Kit",1.90
4343824,9.00,9.00,1.25,23.33,"Timing Belt",0.40
J0939293,2.00,3.00,0.25,0.95,"Synchronizer Spring",0.10
5011743TI,4.00,9.25,3.25,36.67,"Brake Pad Set",4.00
J3214013,0.50,9.50,0.50,2.17,"Push Rod",0.10
J5355339,3.50,4.50,2.00,13.33,"Clutch Bracket",0.60
83503593,4.00,8.00,3.75,108.33,Yoke,2.00
83505480,8.25,8.25,5.50,983.33,"Ring & Pinion Kit",12.40
J3112993,1.00,1.00,0.50,0.67,"Countershaft Bearing Washer",0.10
247SK,4.00,5.75,1.25,13.33,"Transfer Case Seal Kit",0.20
55155139AC,12.00,13.00,5.00,91.67,"Tail Light",3.50
J5352659,1.00,2.25,1.00,5,"Leaf Spring Bushing",0.10
J8122710,4.00,4.00,0.25,4.17,"Drive Sprocket Thrust Washer",0.10
68400359AA,3.00,5.00,0.50,4.83,"Pinion Washer",0.02
56041212,4.00,4.00,2.00,81.67,"Oxygen Sensor",0.30
J3224690,7.00,7.00,0.75,20.83,"Crankshaft Pulley",0.90
J3241718,13.00,13.00,0.50,31.67,"Flywheel Ring Gear",1.60
5142566AA,4.25,9.75,3.50,43.33,"Brake Pad Set",2.90
53010258AB,5.75,6.25,1.75,30,"Power Steering Pump Pulley",0.70
JA000557,1.00,1.25,0.50,6.67,"Brake Tee",0.10
TC272901,8.00,14.00,5.00,19.94,"Tire Cover",1.90
55007316,4.00,13.50,3.25,8.17,"Fender Flare Extension",0.40
J8122473,3.00,3.00,2.00,26.67,"Oil Pressure Gauge",0.10
J3173474,0.75,1.25,0.75,3.33,"Clutch Fork Pivot",0.10
5273038AA,10.00,10.00,1.75,58.33,"Brake Rotor",10.80
4589609AA,2.00,24.00,1.00,43.33,"Liftgate Glass Support",0.60
4762669TI,3.75,9.00,3.25,31.67,"Brake Pad Set",2.60
J3231215,0.75,0.75,0.25,0.63,Fuse,0.10
J3141319,4.00,4.50,0.12,2.17,"Axle Shaft Bearing Shim",0.10
J3223363,2.75,2.75,0.50,1.83,"Wheel Bearing Seal",0.10
83505422,2.50,24.25,0.50,7.92,"Wiper Blade",0.30
68030875AA,8.25,12.00,7.00,266.67,"Fuel Module",3.40
6505049AA,1.00,1.00,0.25,0.55,"Push Nut",0.10
MFK12,10.00,14.00,5.50,48.33,"Master Filter Kit",3.80
J5469877,14.00,14.00,10.00,81.67,"Heater Core",2.90
5096345AA,9.00,10.00,7.00,53.33,"Windshield Washer Reservoir",1.00
J8128434,3.50,3.50,1.25,6.25,"Starter Brush Set",0.20
4779020AB,12.00,12.25,2.75,81.67,"Brake Rotor",17.60
4773265TI,4.00,9.25,3.00,35,"Brake Pad Set",2.30
4779101AA,12.00,12.00,2.75,53.33,"Brake Rotor",17.50
J5355457,8.00,13.75,5.25,36.67,Bumperette,5.40
4782254AB,3.75,14.25,1.25,40,"Sway Bar Link",1.30
4621987AC,15.00,15.00,0.50,6.67,"Timing Cover Gasket",0.19
4857306AB,13.50,16.25,6.00,75,"Tail Light",2.80
68171215AB,15.25,20.50,9.50,208.33,Headlight,5.80
J3225201,8.00,3.50,8.50,70,"Harmonic Balancer",6.50
RT27017T,2.50,7.50,2.00,5,"Door Handle Installation Tool",0.19
J5752818,2.00,2.00,0.75,5,"Dash Light",0.02
J4006928,0.50,1.00,0.50,1.25,"Universal Joint Strap Bolt",0.10
68301863AA,8.25,9.75,1.25,13.34,"Cabin Air Filter",0.25
4748046AB,6.00,11.00,6.00,191.67,Starter,7.40
4883833AA,9.75,12.55,4.25,48.33,"Brake Shoe Set",6.20
J5355483,2.00,5.00,2.00,5,"Bump Stop",0.40
5003843AAK,1.75,3.50,1.75,52,"Ignition Cylinder Kit",0.40
J3172419,13.00,13.00,0.75,25,"Flywheel Ring Gear",2.10
J3242659,2.00,1.00,5.00,19.17,"Intake Valve",0.30
630299,2.00,2.00,0.13,1,"PCV Valve Gasket",0.10
4861688AA,8.75,9.50,2.25,15.83,"Air Filter",0.75
J3231218,0.75,0.75,0.25,0.63,Fuse,0.10
5142938AC,4.50,12.00,3.25,46.67,"Tie Rod End",3.25
5143313AF,4.00,8.00,4.00,88.33,"Multifunction Switch",0.40
J5364122,1.50,7.50,1.50,12.5,"Sway Bar Link",0.80
4782893AB,3.25,3.25,1.50,4.67,"Sway Bar Bushing",0.10
5083896AC,6.25,6.50,6.25,106.67,"Fog Light",0.90
J8126799,2.50,2.00,7.50,8.32,"Transmission Mount",1.30
J0943136,1.50,4.00,1.00,1.08,"Brake Shoe Return Spring",0.10
55075139,0.50,1.00,0.50,2,Retainer,0.02
4805774AC,25.00,84.00,19.00,291.67,Fascia,10.00
68360299AA,26.25,31.00,4.25,258.33,"Cooling Fan Module",9.50
J0991199,9.25,12.00,1.00,9,"Transmission Gasket & Seal Kit",0.20
RT34096,5.75,10.50,3.75,96.67,"Windshield Hinge Kit",3.81
J5355689,2.00,5.00,1.75,20.83,"Shackle Bracket",1.30
J4003794B,0.50,0.50,0.50,0.5,Screw,0.10
53000475,3.50,3.50,1.25,40,"Axle Shaft Bearing",0.60
J5355722,10.00,18.00,1.00,25,"Parking Brake Cable",0.80
5168389AA,3.75,20.50,3.75,70,"Control Arm",7.90
J8124895,0.50,1.00,0.25,1.17,"Synchronizer Plate",0.02
5189840AA,2.00,2.50,2.00,31.67,"Transmission Output Speed Sensor",0.06
4677755AD,26.25,32.50,6.00,250,Radiator,13.50
RT20028,14.00,59.00,8.00,216.67,"Rocker Panel Guard Set",51.40
5209923,0.75,1.25,0.75,17.8,"Cooling Fan Switch",0.10
68040225AA,4.25,15.25,4.25,38.33,"Tie Rod",2.00
J0971669,2.25,2.25,0.50,5,"Grille Mount Bushing",0.10
J5356104,2.00,1.25,8.00,25,"Pitman Arm",1.90
56041952AA,3.25,3.25,1.50,81.67,"Oxygen Sensor",0.25
55076208AB,2.00,1.50,24.00,33.33,"Liftgate Support",1.20
56029479AB,3.25,3.25,1.25,81.67,"TPMS Sensor",0.10
5098009AA,4.25,12.00,3.25,103.33,"Clutch Master Cylinder",0.70
55078162AA,2.00,40.00,1.00,45,"Door Glass Weatherstrip",0.80
52098850,5.50,41.25,5.50,600,"Drive Shaft",19.00
55113470AA,0.63,13.25,0.63,31.67,"Hood Support",0.40
J0923806,7.50,4.25,8.00,153.33,Carburetor,4.40
J8122496,2.50,4.00,2.50,20,"Ball Joint",1.30
52125366AA,4.50,6.75,2.25,30,"Tie Rod End",2.13
4782665AE,12.50,13.00,4.50,96.67,"Control Arm",6.50
J0638636,1.25,2.50,1.25,4.67,"Valve Spring",0.20
RT27003,3.25,5.75,2.75,48.33,Clinometer,0.56
5234033,9.50,12.00,6.00,250,Alternator,14.60
53040025,5.50,14.00,3.50,15.43,"Air Filter",0.80
J5356483,1.00,22.00,1.00,15.83,"Accelerator Cable",0.10
J0937960,2.50,4.00,2.50,20,"Wheel Cylinder",1.40
68339342AA,3.00,3.00,3.00,21.67,"Fuel Cap",0.20
L003757NAK,3.25,3.25,1.25,5.83,Bulb,0.02
55076468AE,20.00,21.75,3.50,93.33,"Window Regulator",4.40
TK18,10.00,14.00,5.50,63.33,"Tune Up Kit",4.10
J0923130,4.50,6.50,3.00,103.33,"Voltage Regulator",1.20
J5752281,10.00,10.50,1.50,20,"Speedometer Cable",1.00
J5355841,1.25,1.75,1.25,0.83,"Leaf Spring Bushing",0.10
56044215AA,3.50,3.50,1.25,95,"Oxygen Sensor",0.30
JA000857,1.00,1.00,0.75,9.17,"Steering Bellcrank Bearing",0.10
J0948992,4.00,4.00,1.75,125,"Synchronizer Assembly",1.90
52107654AB,12.00,20.00,4.00,200,"Clutch Hydraulic Assembly",1.60
52106501AA,9.25,12.00,5.75,814.67,"Steering Box",28.40
RT27056,16.50,26.75,11.00,665,"Locking Center Console",27.60
68212329PK,2.50,8.00,2.50,46.67,"Brake Caliper Rebuild Kit",0.80
J8126814,6.25,8.50,0.12,1.33,"Shift Cover Gasket",0.10
68166658AA,4.50,12.00,3.25,116.67,"Clutch Slave Cylinder",0.80
J0805376,1.50,2.75,1.00,15.83,"Rocker Arm",0.30
68393984AA,13.00,13.50,2.75,158.33,"Differential Gear Set",4.40
J0641723,1.50,7.00,0.75,3,"Pedal Spring",0.20
5048235AA,3.00,5.00,0.50,3.17,"Spark Plug Well Gasket",0.02
68142831AA,1.13,6.53,1.13,11.67,"Cylinder Head Bolt",0.40
53010798AD,9.63,11.25,1.88,20,"Air Filter",0.80
J0920536,2.50,8.00,2.50,32.5,"Tie Rod End",1.40
68102265AF,28.00,54.00,21.00,48.34,"Fender Liner",1.80
5143099AA,8.25,8.25,8.25,116.67,"Blower Motor",4.00
68209678AE,27.00,56.00,16.00,70,"Fender Liner",2.20
J5351420,1.00,34.00,1.00,15,"Accelerator Cable",0.20
5013660AA,4.25,4.25,1.75,38.83,"Vehicle Speed Sensor",0.30
J0937325,2.00,2.75,0.50,5,"Brake Line",0.10
J8134032,3.00,3.00,0.25,12.13,"Cluster Gear Thrust Washer",0.10
52088738AC,1.75,2.00,1.50,4.83,"Sway Bar Bushing",0.10
68307244AE,7.50,10.25,5.00,90,"Parking Light",1.00
5183008AA,3.00,22.50,0.75,14.83,"Wiper Blade",0.40
J81270701,7.50,33.00,7.50,191.67,"Axle Shaft Kit",18.00
5252957,7.00,31.00,7.00,191.67,"Axle Shaft",16.00
J3172134,3.25,1.50,3.25,10.83,"Pinion Bearing Cup",0.40
4863835,3.00,8.75,1.00,18.33,"Accessory Drive Belt",0.10
68384497AA,7.50,10.25,5.00,148.33,"Brake Caliper",8.60
1VQ66TZZAA,24.00,80.00,21.00,250,Fascia,6.80
J3197138,5.75,5.75,2.50,26.67,"Camshaft Sprocket",2.00
4627534AA,4.00,13.00,1.00,30,"Accessory Drive Belt",0.40
J5355594,1.50,11.00,1.50,12.5,"Sway Bar Link",0.90
J0912626,1.75,21.50,1.75,76.67,"Axle Shaft",6.90
J3203077,1.75,2.25,0.50,1.73,"Hose Clamp",0.10
