Number,Width,Length,Height,Price,Description,Weight
34201631,0.75,2.25,0.75,1.17,Rivet,0.10
52003876,5.00,7.50,2.00,5.33,"Radiator Hose",0.20
RT29011,3.00,3.00,2.00,4.75,"Fuse Holder",0.06
52003782,6.50,12.00,6.00,20,"Power Steering Return Hose",0.50
MFK16,10.00,14.00,5.50,21.67,"Master Filter Kit",3.00
52027779,7.50,26.75,1.50,43.33,"Radiator Hose",1.30
55055147,2.50,8.25,2.50,9.58,"Side Marker Light",0.20
52002659,2.25,2.25,0.75,4,"Body Mount Bushing",0.10
52006608,3.00,26.00,2.00,29,"Steering Adjuster",2.20
53005923,10.00,19.00,0.50,36.67,"Clutch Hose",0.40
52002750,2.50,2.75,1.50,5,"Pedal Pad",0.10
52037994,1.50,32.00,1.50,76.67,"Drag Link",7.00
5086930HK,3.00,7.00,1.50,31.67,"Parking Brake Hardware Kit",0.60
52080183,26.00,26.00,5.00,250,Radiator,14.00
5156116AA,8.75,28.25,8.25,148.33,"Header Panel Bracket",4.75
52088131,9.00,15.00,7.00,283.33,"Power Steering Pump",6.00
55154958AI,11.25,23.00,3.00,131.67,"Window Regulator",3.50
6508947AA,1.00,1.25,0.75,2.33,Retainer,0.10
55009829,11.00,11.00,2.00,30,"Door Weatherstrip",0.60
4883023,3.00,12.00,3.00,126.67,Mirror,3.50
56026701,4.50,4.25,1.75,60,"Crankshaft Position Sensor",0.30
52028262,6.00,18.50,3.00,10.67,"Radiator Hose",0.80
68111469AA,23.00,74.00,9.00,233.33,Fascia,4.20
56026770,3.25,3.25,1.25,70,"Map Sensor",0.10
52040290,7.00,10.00,5.00,17.5,"Radiator Hose",0.60
56026779,3.25,3.50,3.25,23.33,"Oil Pressure Sending Unit",0.10
5135673AA,3.50,3.50,0.75,70,"Pinion Bearing Set",0.20
55235404,1.25,16.00,0.50,18.33,"Door Glass Weatherstrip",0.20
4591611AA,3.25,3.25,1.50,58.33,"Idle Air Control Valve",0.30
83500191,9.00,15.00,4.00,58.33,"Differential Carrier Shim Kit",0.60
5069008AA,3.50,3.50,1.25,15,"Differential Cover Bolt Kit",0.30
4798145,3.00,18.50,3.00,150,"Main Shaft",7.50
52088538,7.25,10.25,4.00,40,"Power Steering Pressure Hose",0.80
5103453AA,2.50,8.00,2.50,51.67,"Windshield Washer Pump",0.40
68064273AB,0.75,0.75,0.75,3,"Shifter Bushing",0.02
5252497,13.00,13.00,3.00,250,"Differential Gear Kit",5.50
56001254,4.00,22.50,1.50,7.8,"Heater Hose",0.40
52060015AD,3.00,2.50,22.50,41.67,"Control Arm",4.10
68143096AC,11.12,16.50,2.50,36.67,"Fascia Skirt",1.00
4864957,4.00,4.00,4.00,40,"Blower Motor Resistor",0.10
5012606AB,2.50,20.50,1.50,35,"Wiper Arm",0.60
4883019,9.00,12.00,8.00,67.6,Mirror,2.30
33002675,15.00,15.00,2.50,115,Flexplate,7.00
52067635,1.50,3.25,3.25,40,"Speedometer Gear",1.70
55076093,5.00,3.00,9.00,36.67,"Door Handle",0.40
52005741,6.50,2.50,3.00,18.33,"Tie Rod End",1.50
52018814,2.50,2.50,1.00,3.47,"Exhaust Insulator",0.20
5149168AI,6.00,6.50,3.00,26.67,"Ignition Coil",0.63
56002950,4.00,4.00,32.00,67.6,"A/C Hose",1.90
52111594AA,5.60,41.50,5.25,158.33,"Drive Shaft",18.50
52078168,1.75,3.00,0.25,1.83,"Accelerator Pedal Spring",0.10
53001324,6.25,6.25,3.00,40,"Clutch Slave Cylinder",1.90
55054580,6.00,14.00,3.00,26.67,"Parking Light",1.10
55155649,2.00,16.00,1.50,15.83,"Wiper Arm",0.50
53004466,4.25,3.50,12.00,65,"Clutch Master Cylinder",1.20
53006192,4.00,5.25,2.00,15,"Thermostat Housing",0.60
5191212AA,3.00,3.00,3.00,18.33,"Brake Caliper Rebuild Kit",0.90
H2540,2.50,4.00,1.50,14,"Drum Brake Hardware Kit",0.31
83504747,4.00,4.00,0.50,13.83,"Input Seal",0.20
52005000,11.00,11.00,3.00,70,"Brake Rotor",15.00
68224850AE,3.00,6.00,3.00,23.33,"Sway Bar Link",0.60
55156883AB,3.50,3.75,1.75,23.33,"Side Marker Light",0.10
5269870AB,1.00,1.50,2.50,26.67,"Coolant Temperature Sensor",0.10
5AD88LTB,9.75,15.75,3.75,25,"Instrument Panel Housing",0.80
83502058,4.25,4.50,3.50,51.67,Yoke,1.80
RT33001,6.00,6.25,3.00,11.67,D-Ring,0.10
83503388,4.00,4.00,4.00,51.67,Yoke,1.80
52010080AE,13.25,13.50,2.75,81.67,"Brake Rotor",23.00
52019241AF,15.50,52.25,13.00,250,"Muffler & Tailpipe",25.20
RT28084,6.00,52.25,5.06,333.33,"LED Light Bar",17.40
52003183,12.00,16.00,1.00,20.83,"Parking Brake Cable",0.70
6101640,1.25,2.00,0.50,1.83,"Maxi Fuse",0.10
53020752AD,1.25,1.25,0.75,1.83,"Valve Seal",0.10
55235227,29.50,49.00,5.25,118.33,Fender,8.60
83500551,3.75,3.75,1.75,125,"Second Gear",1.90
MFK1,13.50,14.00,3.25,60.83,"Master Filter Kit",2.20
83502957,9.00,15.00,7.00,72.8,"Water Pump",3.40
5014852AB,2.25,2.25,0.75,5.83,"Axle Shaft Seal",0.10
55135899AE,1.50,29.50,1.00,21.67,"Door Glass Weatherstrip",0.44
52100283AD,6.25,6.75,3.25,40,"Fuel Filter",0.40
52000192,8.50,11.50,8.00,10.67,"Bumper End Cap",0.90
56006247,2.50,4.00,2.50,23.83,"Brake Light Switch",0.20
83503053,0.50,1.50,0.50,1.42,"Wheel Stud",0.10
4897399AA,16.00,5.75,7.00,66.67,"Tail Light",1.20
52079883AB,29.00,38.00,8.00,273.33,Radiator,15.00
642188K,4.50,4.75,2.00,51.67,"Intermediate Shaft Kit",2.30
RT34062,6.25,56.00,1.25,106.67,"Rocker Panel Overlay Set",5.00
68213204AA,6.00,8.00,4.50,27.5,"Fog Light Bezel",0.40
33000682,3.50,3.50,1.50,8,"Fuel Pump Ballast Resistor",0.10
4781025AA,2.25,7.00,2.00,17.5,"Intake Valve",0.31
52088539,7.50,17.50,7.25,38.33,"Power Steering Pressure Hose",0.90
33002979,7.00,1.00,7.00,18.33,"Crankshaft Sprocket",0.70
53000521,24.00,25.00,5.50,266.67,Radiator,18.90
56006403,1.00,2.00,1.00,4.17,"Headlight Adjusting Screw",0.10
52080118AA,27.50,35.00,6.50,283.33,Radiator,12.60
52003877,1.00,4.25,1.00,4.83,"Heater Hose",0.10
55154613,3.50,3.50,2.00,28.6,"Windshield Washer Pump",0.30
5174245AD,2.50,5.00,2.50,20.83,"Sway Bar Link",0.60
5091100AB,3.50,8.00,1.50,13.33,"Antenna Mast",0.13
83505567,3.00,3.00,12.00,81.67,"Transmission Mount",6.50
52002719,4.50,22.00,1.00,43.33,"Power Steering Pressure Hose",0.90
53030450,3.25,3.25,1.50,48.33,"Idle Air Control Valve",0.30
4854181,3.25,3.25,1.50,73.33,"Fuel Injector",0.10
4621541,3.50,3.75,1.75,10,"Crankshaft Gear",0.60
52059252AB,6.50,7.00,6.50,58.33,"Engine Mount",8.20
52058488,3.00,4.00,9.00,43.33,"Transmission Mount",3.20
53054317,5.00,35.00,4.00,110,"Track Bar",9.20
635812,2.00,2.00,0.25,1,"Cluster Gear Thrust Washer",0.10
53001627,6.00,4.00,28.00,325,"Catalytic Converter",6.00
56000638,3.50,8.00,1.50,8,"Side Marker Light",0.30
52126186AA,4.00,4.00,4.00,20.83,"Body Mount",1.40
4415820,2.00,7.00,2.00,10.83,"Window Handle",0.20
52128095,1.75,10.00,1.50,23.33,"Brake Hose",0.40
53008654,2.00,5.00,1.50,10,"Water Pump Bypass Hose",0.10
52124763AB,13.00,13.00,2.50,70,"Brake Rotor",17.50
52019242AC,16.50,52.50,8.00,250,"Muffler & Tailpipe",21.00
53021021,3.00,3.00,2.50,81.67,"Timing Chain Sprocket",3.60
53020989,10.75,18.00,0.25,26.67,"Cylinder Head Gasket",0.60
68002897AA,13.00,20.25,4.50,58.33,"Window Regulator",4.31
53003204,5.00,15.50,4.50,158.33,"Fuel Sending Unit",1.20
53004433,4.50,6.50,3.50,10.83,"Shift Boot",0.50
5072722AA,0.50,0.50,0.13,3.33,"Fuel Injector Seal",0.02
MFK8,10.00,14.00,5.50,23.33,"Master Filter Kit",2.60
52006602,3.50,48.00,2.50,78.33,"Tie Rod",11.30
55034046,11.50,38.00,2.00,66.67,Grille,2.70
RT26075,6.50,12.50,2.00,18,"Roller Fairlead License Plate Bracket",1.13
52003960,27.00,46.00,5.00,308.33,"Transmission Crossmember",28.50
52058928,7.50,10.00,4.00,60,"Engine Mount",6.80
4883964AA,2.25,2.25,0.50,4.83,"Pinion Seal",0.10
52008675,1.00,21.00,1.00,20,"Brake Hose",0.60
52018335,13.00,52.00,13.00,158.33,"Muffler & Tailpipe",21.00
83505122,2.00,4.50,2.00,6.67,"Window Handle",0.10
83505205,4.50,11.50,4.50,191.67,"Input Shaft",3.80
52087832,7.00,7.00,2.00,9.17,"Coil Spring Isolator",0.90
56005110,10.50,13.50,10.50,43.33,"Tail Light",3.30
52128243AD,12.00,1.00,13.00,20,"Parking Brake Cable",0.70
4856333P,7.75,32.75,7.75,316.67,"Axle Shaft",19.00
RT20030,11.75,12.00,4.00,116.67,"Hd Differential Cover",11.60
RT21008,6.25,18.50,3.00,58.33,"HD Steering Stabilizer",5.10
RT30007,8.00,6.00,8.00,50.27,"Mirror Kit",2.00
52006861,1.00,14.50,1.00,19.17,"Brake Hose",0.40
55154983AB,1.00,1.00,15.00,25,"Wiper Arm",0.60
56028138AF,3.25,8.00,2.50,41.67,"Ignition Coil",0.60
J4006211,0.75,1.75,0.25,2.67,Retainer,0.10
56018649AC,6.00,8.00,4.50,40.83,"Tail Light",0.50
55176225,2.50,22.50,2.50,12.5,"Door Channel",0.30
4854137,10.00,1.00,14.00,29.17,"Accelerator Cable",0.40
68184808AC,9.00,12.50,2.50,40,"Brake Hose",0.80
52098379,5.50,42.00,5.50,650,"Drive Shaft",21.20
52000601,10.00,13.00,2.00,65,"Drag Link",2.00
83503002,6.00,2.50,6.00,158.17,"Differential Gear Set",3.30
53005201,1.00,9.00,9.00,18.33,"Accelerator Cable",0.20
52101035,1.50,3.00,1.25,5.83,"Exhaust Insulator",0.20
MFK4,10.00,14.00,5.50,50,"Master Filter Kit",3.40
5013682AA,1.50,2.00,2.00,21,"Lock Cylinder",0.20
56041552AD,3.25,3.25,1.50,45,"Crankshaft Position Sensor",0.10
5189181AA,2.25,2.75,2.00,2,Retainer,0.10
55034120,6.75,11.25,6.25,116.67,Mirror,2.60
5142985AA,6.00,11.00,6.00,125,"Water Pump",3.80
RT27006,7.00,14.00,6.00,12.5,"Grab Handle Set",0.90
MFK6,10.00,14.00,5.50,41.67,"Master Filter Kit",3.00
52040415,2.25,6.00,0.50,5.67,"Shackle Plate",0.50
53000477,2.50,2.50,0.25,4.58,"Axle Shaft Seal",0.10
52000608,1.50,3.00,5.25,18.33,"Tie Rod End",1.10
56000598,3.25,0.75,18.50,18.33,"Wiper Arm",0.30
55234777K,5.50,55.00,3.00,95,"Bumper Kit",24.00
68299170AB,25.00,47.00,11.50,48.33,"Fender Liner",3.00
RT52004,5.50,20.50,2.50,43.33,"Sun Visor Set",2.20
68059644AA,20.00,22.00,3.25,123.33,"Window Regulator",4.50
68027602AA,3.00,3.00,3.00,63.33,"Drive Belt Idler Pulley",0.90
52000623,3.00,15.00,3.00,40,"Fuel Filler & Vent Hose Set",1.50
J0807478,6.00,6.50,3.00,78.33,"Sector Shaft",1.80
53020366,7.50,28.50,0.25,25,"Cylinder Head Gasket",0.40
83500203,1.00,1.00,0.75,13.33,"Ball Joint Split Ring",0.10
68069655AB,4.50,7.00,4.50,36.67,"Sway Bar Link",1.31
52129094AA,3.00,3.00,2.50,13.33,"Control Arm Bushing",0.90
932111,1.50,1.50,0.25,0.58,"Snap Ring",0.02
MFK14,10.00,14.00,5.50,21.67,"Master Filter Kit",2.40
53000944,3.25,3.25,3.25,15.83,"Check Valve",0.30
53006723,2.00,5.00,2.00,10.83,"Intake Valve",0.30
5143696AA,3.00,3.00,2.00,14.83,"Brake Caliper Piston",0.30
52005350KE,12.00,14.50,8.00,183.33,"Drum Brake Service Kit",35.00
RT35008,4.13,4.13,1.38,31.5,"Throttle Body Spacer Kit",0.81
52000957,4.50,4.50,3.25,15,"Engine Mount",1.80
5359275H,8.50,8.50,7.00,91.67,Hub,14.70
4882173,6.50,6.50,3.00,147.33,"Neutral Safety Switch",0.90
52069706AB,2.50,2.50,0.50,6.67,"Axle Shaft Seal",0.10
56005181,4.00,8.00,4.00,66.67,"Wiper Motor",3.10
RT26031,8.00,17.00,5.50,50,"Grille Insert Set",2.10
5143733AA,3.00,3.00,0.50,9.17,"Output Seal",0.10
83502866,2.50,24.00,2.50,46.67,"Shock Absorber",3.90
55054832,6.75,12.00,6.75,116.67,Headlight,2.40
55176222,10.00,4.00,10.00,33.33,"Door Weatherstrip",1.10
52087862,0.75,10.00,0.75,10.83,"Power Steering Return Hose",0.30
52007522,8.50,2.50,2.00,24.17,"Parking Brake Cable",1.50
53005056,0.50,1.50,0.50,9.67,"Coolant Temperature Sensor",0.10
55234777,6.00,54.50,2.50,78.33,Bumper,16.50
56000853,4.25,12.00,4.00,25,"Parking Light",0.80
G131207,0.75,0.75,0.25,0.83,"Sector Shaft Lock Washer",0.10
5184595AE,8.00,18.00,0.50,11.67,"Valve Cover Gasket",0.10
52087871,8.00,8.00,6.00,283.33,"Power Steering Pump",5.50
53020443,7.00,1.00,7.00,20,"Crankshaft Sprocket",0.60
55176565AC,1.50,31.00,1.50,31.67,"Door Glass Weatherstrip",0.30
4798283,32.00,96.00,6.00,275,"Side Panel",22.00
4773308,11.25,18.50,7.50,30,"A/C Hose",1.10
52087895,2.50,4.00,2.50,13.67,"Power Steering Reservoir Cap",0.30
52088430,4.00,33.50,4.00,90,"Track Bar",9.00
55176180MK,6.50,11.00,5.50,200,"Body Mount Master Kit",9.00
53005218,2.00,3.00,3.00,23.33,"Oil Pressure Sending Unit",0.40
6502697,1.00,1.00,0.50,0.92,Nut,0.10
A2934B,5.25,16.00,1.75,20,"Mirror Arm & Bracket",1.00
5013019AA,2.75,2.75,0.50,12.5,"Output Seal",0.10
55363284AC,11.00,23.00,3.00,148.33,"Window Regulator",4.10
56027012,0.50,2.00,0.50,11.67,"Coolant Temperature Sensor",0.10
83504754,2.25,2.25,0.75,10,"Output Seal",0.10
68225214AA,0.75,1.00,0.50,1.58,Retainer,0.02
68078540AC,11.00,21.50,1.00,113.33,"Engine Gasket Set",1.40
68027359AA,6.00,8.00,4.50,125,"Water Pump",1.88
83504708,2.50,2.50,0.75,11.33,"Output Seal",0.10
53021290AA,3.50,3.50,0.50,30,"Camshaft Sprocket",0.40
83505118,2.00,4.75,2.00,5.83,"Window Handle",0.10
53006010,1.50,2.25,1.50,2.33,"Crankshaft Position Sensor Grommet",0.10
53020678K,12.25,30.00,9.50,150,"Engine Oil Pan Kit",13.00
68272334AC,22.00,61.75,15.75,98.33,"Fender Liner",3.20
83500678,2.75,5.00,1.75,36.67,"Clutch Slave Cylinder Repair Kit",0.10
520992FRK,6.00,8.00,4.50,125,"Cv Joint Repair Kit",4.56
83503068,13.00,13.00,3.00,275,"Differential Gear Kit",5.60
68001798AB,4.00,4.00,4.00,78.33,"Drive Belt Tensioner",1.80
68212327AC,5.00,10.50,4.00,75,"Brake Pad Set",5.00
4766719AA,6.25,5.50,5.50,113.33,"Hub Assembly",7.40
55034123,7.00,11.00,6.00,116.67,Mirror,2.60
55078146AC,6.25,11.00,6.00,66.67,"Tail Light",1.80
4801304AC,8.00,8.25,8.00,416.67,Alternator,12.50
33003446,1.00,1.00,4.00,4,"Timing Chain Damper",0.10
55008099,0.25,2.25,0.25,1.08,"Door Hinge Pin",0.10
83500506,9.75,12.75,9.75,2.33,"Transmission Case Gasket",0.10
83504099,3.25,3.25,3.25,100.53,"Fifth Gear",1.10
83506247,3.75,3.75,1.75,80,"Synchronizer Hub",1.50
83500512,1.13,1.13,0.75,5,"Transmission Drain Plug",0.10
2583377,1.50,1.75,0.25,4.33,"Lock Cylinder Retainer",0.02
56007163,1.25,3.50,1.25,18.33,"Back Up Light Switch",0.10
82201773,8.75,14.25,3.00,53.33,Mirror,2.70
68088498AD,11.25,15.50,7.00,191.67,"Hub & Knuckle Assembly",17.00
RT10335T,9.50,36.00,9.25,400,"Replacement Soft Top",21.30
5011984AA,2.00,2.00,0.50,4.5,"Brake Caliper Seal",0.10
83506616,15.00,60.00,7.00,106.67,"Header Panel",6.60
G114499,1.25,5.00,1.12,1.25,"Sector Shaft Nut",0.06
53034029AD,3.50,16.00,0.50,10.83,"Exhaust Manifold Gasket",0.20
JA000866,2.25,2.25,0.25,3.33,"Spindle Nut",0.10
83500641,0.38,1.00,0.25,1.33,"Synchronizer Key",0.10
5115041AF,9.00,13.00,6.00,55,Mirror,3.20
83504190,3.75,4.25,0.25,12.5,"Axle Shaft Retainer",0.20
55397116AB,6.00,8.00,4.50,15,"Bumper Bracket",1.31
83502855,4.00,8.00,2.75,56.67,Yoke,2.20
5012847AA,2.00,2.00,0.50,6.33,"Pinion Seal",0.10
52003946,16.50,5.00,12.00,13.33,"Radiator Hose",1.40
83503693,4.00,20.00,3.25,38.33,"Shock Absorber",4.80
5019723AA,6.25,11.00,5.75,230,"Input Shaft",10.00
MFK9,10.00,14.00,5.50,90,"Master Filter Kit",2.80
56002684,17.00,21.00,4.50,67.6,"A/C Hose",1.90
52000616,2.25,8.50,2.00,28.33,"Pitman Arm",2.50
83500492,6.50,6.50,5.25,104.35,"Input Gear",4.30
4666149AA,3.50,5.00,2.25,21.67,"Thermostat & Housing",0.50
56001279,7.00,9.00,4.00,23.33,"Headlight Seat",0.60
55079096AA,19.00,57.50,7.50,46.67,"Fender Liner",2.50
83504317,7.75,13.50,5.00,53.33,"Tail Light",2.30
4269189,2.00,2.00,1.00,13.33,"Output Shaft Bearing",0.20
55176180,2.50,2.50,1.50,8.17,"Body Mount Bushing",0.20
56002522,4.25,5.25,3.50,93.33,"Heater Control Valve",0.80
55036145,6.00,27.50,1.25,12.5,"Heater Hose",0.60
55054581,5.00,15.50,4.50,26.67,"Parking Light",1.10
53001100,14.00,14.00,2.00,27.5,"Vacuum Harness",0.40
52111953AC,2.75,2.75,0.50,6.67,"Pinion Seal",0.10
83504376,8.25,8.25,5.50,308.33,"Ring & Pinion Kit",0.40
528533FRK,6.00,6.50,3.00,125,"CV Joint Repair Kit",4.10
55156753AB,12.00,62.50,7.50,225,"Header Panel",3.00
83504310,1.00,1.25,0.75,1,"Parking Brake Strut Spring",0.10
55235226,30.00,48.00,4.00,118.33,Fender,7.50
83503390,3.25,3.25,0.50,5.83,"Pinion Seal",0.10
4798825AC,4.00,4.00,4.00,73.33,"Fuel Pressure Regulator Kit",0.70
CAK1,26.50,28.00,4.50,281.67,"Control Arm Kit",33.20
83502385,8.75,13.00,5.00,38.33,"Brake Shoe Set",5.80
CAK4,10.25,23.25,8.50,145,"Control Arm Kit",18.40
83502655,15.00,82.00,9.00,93.33,Tailpipe,10.40
83504447,0.75,1.50,0.75,9.17,"Fuel Line Repair Kit",0.10
68003275AA,0.84,0.45,0.84,2.5,Nut,0.06
83506245,1.75,1.75,0.38,9.18,"Cluster Gear Thrust Washer",0.10
53010512AA,2.00,5.00,2.00,12.5,"Intake Valve",0.30
56000852,4.25,9.50,3.75,25,"Parking Light",0.40
83503574,3.75,8.00,3.75,96.67,Yoke,2.10
83505425,2.50,23.25,0.50,5.83,"Wiper Blade",0.20
83510055,3.25,3.25,1.50,35,"Steering Column Bearing Kit",0.30
83504316,8.00,13.75,5.00,53.33,"Tail Light",2.40
5370019R,10.00,10.00,1.50,18.33,"Power Steering Return Hose",0.60
4666044AA,5.50,7.00,5.00,46.67,"Water Pump",2.50
55395014AB,24.00,60.00,4.00,308.33,"Windshield Frame",19.00
4801268AB,9.00,7.00,12.00,291.67,Starter,12.00
83300090,7.00,10.00,3.00,26.67,"Ignition Wire Set",1.10
52008905,14.00,23.00,1.50,31.67,"Parking Brake Cable",1.10
55155629ABC,3.50,3.75,1.75,14.17,"Side Marker Light",0.10
5011978AA,1.00,5.00,0.50,7,"Brake Caliper Spring",0.10
MFK21,10.00,14.00,5.50,20,"Master Filter Kit",2.40
83500210,4.00,4.00,2.00,15,"Piston Ring Set",0.20
4666026AB,10.00,12.50,4.00,88.33,"Exhaust Manifold",7.80
LSK1,10.75,47.00,8.75,308.33,"Leaf Spring Kit",83.00
52109795AC,2.50,4.00,2.50,12.5,"Bump Stop",0.30
55076401,4.00,8.25,1.75,13.33,"Rearview Mirror Mount Kit",0.20
83506243,2.50,16.50,2.50,233.33,"Main Shaft",6.80
83500550,5.00,5.00,2.00,141.67,"First Gear",2.90
68067150AB,1.25,26.50,0.75,20,Dipstick,0.06
83503234,2.00,2.00,0.25,4.17,"Input Seal",0.10
83504946,2.75,2.75,0.50,4.67,"Pinion Seal",0.10
5066052AA,2.75,2.75,1.25,4,"Pinion Oil Slinger",0.10
YJWSK,10.00,23.50,8.50,366.67,"Complete Weatherstrip Kit",12.20
J5357412,12.00,16.00,1.00,26.67,"Parking Brake Cable",0.80
83500560,2.00,2.00,2.00,26.67,"First Gear Race",0.40
RT52005,5.25,22.00,1.50,43.33,"Sun Visor Set",2.60
52038015,11.00,11.00,2.50,40,"Power Steering Pressure Hose",1.30
83500873,4.75,8.25,3.75,53.33,"Fuel Pump",1.10
4627166AC,3.25,18.50,1.00,26.67,"Accessory Drive Belt",0.40
56005900,4.00,4.00,4.00,31.67,"Heater Control Valve",0.30
SE04,4.75,7.00,3.00,36.67,"Hd Shackle Kit",6.50
83500570,1.50,7.00,1.50,43.33,"Reverse Idler Shaft",1.50
52060398AD,6.00,6.00,6.00,158.33,"Hub Assembly",11.00
83500969,1.50,1.50,1.50,28.33,"First Gear Bearing",0.10
83500987,10.00,9.00,10.00,9.17,"Wheel Cylinder Rebuild Kit",0.10
4886150AA,8.00,8.00,7.50,200,"Blower Motor",3.50
6509761AA,0.88,1.38,0.88,1.5,Retainer,0.02
RT34086,21.00,39.00,1.50,135,"Grille Overlay",5.70
53007809,3.50,3.50,1.75,83.33,"Fuel Injector",0.30
56029852AA,7.50,8.00,4.75,141.67,Starter,5.20
83506055,2.00,10.50,2.00,81.67,"Shift Shaft",0.90
83505472,9.25,13.25,4.00,283.33,"Ring & Pinion",12.30
52002952,12.00,12.00,3.00,73.33,"Brake Drum",12.30
5033316AA,2.50,3.25,2.00,32.5,"Knock Sensor",0.10
4796033,3.50,14.50,1.50,48.7,"Accessory Drive Belt",0.70
J5758027,10.00,2.00,14.00,25,"Hood Release Cable",0.60
55056633AB,24.25,32.00,8.50,275,Radiator,12.80
56041402AB,3.75,1.00,0.75,4.17,"Spark Plug",0.10
56028807AB,3.25,3.25,1.25,43.33,"Oil Pressure Sending Unit",0.10
83506029,0.25,0.75,0.25,2.5,"Synchronizer Key",0.10
68004090AA,2.00,2.00,0.25,2.17,"Axle Shaft Guide",0.06
55177101AD,34.00,54.00,6.00,125,Fender,6.80
A8249,8.00,8.50,3.50,60.83,"Steering Bellcrank",2.40
5014212AA,2.75,3.75,1.50,80,"Blower Motor Resistor",0.30
52004366,4.50,9.00,4.50,7.92,"Vacuum Reservoir",0.70
83502648,11.50,34.50,4.50,98.33,Muffler,11.00
A5294,3.50,4.50,2.50,9.83,"Distributor Rotor",0.40
RT20031,11.75,12.00,4.00,116.67,"Hd Differential Cover",12.40
RT31046,15.50,16.00,10.75,541.67,"Big Brake Kit",85.20
83503643,2.50,5.25,7.25,73.33,"Idle Air Control Valve",0.70
8122392K,7.75,13.75,5.25,250,"Transfer Case Chain Kit",7.30
55009343,2.50,2.50,1.50,3.83,"Hood Catch Bracket",0.10
83506017,4.50,4.50,4.50,216.67,"First Gear",2.80
68263130AA,7.50,8.00,4.50,92,"Brake Caliper",5.80
55079228AD,4.00,8.00,4.00,6,"Bumper Bracket",0.31
83503504,2.00,0.50,2.00,6.67,"Axle Shaft Seal",0.10
5105271AC,4.25,15.00,4.25,48.33,"Lateral Link",3.60
83504197,11.00,11.25,5.75,483.33,"Ring & Pinion Kit",13.60
83507095,7.75,7.75,2.00,86.67,"Timing Chain Kit",3.30
56001260,6.75,8.00,0.75,12.5,"Headlight Retainer",0.10
5142573AA,3.00,3.00,3.00,36.67,"Timing Belt Idler Pulley",0.60
RT26064,6.00,30.00,5.00,26.67,"Windshield Channel",3.00
52111197AA,3.00,3.00,1.75,26.67,"Axle Shaft Bearing",0.50
RT32010,7.50,8.00,4.50,98.33,"Wheel Adapter Set",8.40
6510520AA,0.63,2.13,0.63,1,Retainer,0.02
RT34088,1.75,3.50,0.50,5.67,"Battery Tray Clamp",0.20
4874373AB,3.25,3.25,1.50,65,"Idle Air Control Valve",0.30
83500786,1.00,1.00,1.00,2.43,"Pilot Bushing",0.10
68002490AB,5.00,9.00,5.00,41.67,"Wiper Arm & Blade",0.88
J8132401,4.75,12.25,4.00,158.33,"Input Shaft",4.00
83500409,5.00,5.00,2.25,41.67,"Distributor Pickup",0.60
J4006866,0.38,0.38,0.05,1.5,Nut,0.02
1FN66RXFAA,13.00,74.50,10.00,325,Fascia,10.80
83504938,9.50,12.25,3.75,308.33,"Ring & Pinion",11.70
52087865AB,2.50,4.00,2.50,5.67,"Sway Bar Bushing Bracket",0.60
5155456AG,9.00,13.50,8.00,93.33,Mirror,3.50
4798216AB,2.50,3.50,0.25,10,"Crankshaft Seal Kit",0.10
5143279AA,5.00,8.50,3.25,108.33,"Brake Master Cylinder",1.40
RT28031,6.00,11.75,2.00,75,"Light Wiring Harness",0.88
83506026,2.25,2.25,2.25,31.67,"First Gear Race",0.50
5003867AA,7.00,16.00,6.00,291.67,"Fuel Module",3.50
5155458AG,9.00,13.50,8.00,96.67,Mirror,3.60
4884648AA,2.25,2.25,0.25,9.17,"Intake Manifold Seal",0.10
4891720AA,3.50,3.50,1.75,16.67,"Drive Belt Idler Pulley",0.30
53013932AB,3.75,11.00,0.25,9.17,"Exhaust Manifold Gasket",0.20
8134350K,3.75,33.00,2.00,56.67,"Drag Link Assembly",4.60
55156866AA,4.75,5.00,4.50,81.67,"Fog Light",0.50
5012840AA,4.00,4.50,3.50,60,Yoke,2.00
55254574,39.00,58.00,3.50,283.33,Hood,37.00
J3215939,1.25,2.75,0.50,10,"Brake Light Switch",0.10
5184407AF,7.00,12.50,3.00,58.33,"Engine Oil Pan",2.13
56027027AB,4.25,15.25,4.00,141.67,Distributor,2.20
5016434AA,11.00,3.25,11.00,73.33,"Brake Rotor",15.20
5047861AA,5.25,5.25,5.00,46.67,"Thermostat & Housing",1.00
83510193,0.50,1.00,0.25,2.33,"Synchronizer Plate",0.10
QR38XBQAC,3.50,10.25,3.50,38.33,"Door Handle",0.60
5017479AA,1.50,2.00,1.50,36.67,"Throttle Position Sensor",0.10
646147,3.50,3.50,0.06,2,"Oil Pump Gasket",0.10
SK4,5.25,55.50,4.00,216.67,"Steering Kit",22.20
55397090AB,4.00,4.00,1.75,9.17,"Tailgate Hinge Cover",0.13
A3051K,2.00,3.00,0.50,70,"Door Snap Kit",0.13
5083669AA,2.50,2.50,0.50,4.17,"Axle Shaft Slinger",0.10
83503108,2.50,2.50,0.25,5.83,"Output Seal",0.10
5066147AA,8.00,13.00,4.00,40,"Brake Shoe Set",5.90
4573560AB,2.25,1.00,2.00,10.83,Thermostat,0.10
4897297AA,3.00,3.00,3.00,6.33,"Crankshaft Seal Kit",0.10
5115795AG,11.50,7.00,7.00,108.33,Mirror,3.80
