Number,Vendor,Length,Width,Height,Price,Description,Weight
5269870AB,Crown,1.50,1.00,2.50,26.67,"Coolant Temperature Sensor",0.10
5AD88LTB,Crown,15.75,9.75,3.75,25,"Instrument Panel Housing",0.80
83502058,Crown,4.50,4.25,3.50,51.67,Yoke,1.80
RT33001,Crown,6.25,6.00,3.00,11.67,D-Ring,0.10
83503388,Crown,4.00,4.00,4.00,51.67,Yoke,1.80
52010080AE,Crown,13.50,13.25,2.75,81.67,"Brake Rotor",23.00
52019241AF,Crown,52.25,15.50,13.00,250,"Muffler & Tailpipe",25.20
RT28084,Crown,52.25,6.00,5.06,333.33,"LED Light Bar",17.40
52003183,Crown,16.00,12.00,1.00,20.83,"Parking Brake Cable",0.70
6101640,Crown,2.00,1.25,0.50,1.83,"Maxi Fuse",0.10
53020752AD,Crown,1.25,1.25,0.75,1.83,"Valve Seal",0.10
55235227,Crown,49.00,29.50,5.25,118.33,Fender,8.60
83500551,Crown,3.75,3.75,1.75,125,"Second Gear",1.90
MFK1,Crown,14.00,13.50,3.25,60.83,"Master Filter Kit",2.20
83502957,Crown,15.00,9.00,7.00,72.8,"Water Pump",3.40
5014852AB,Crown,2.25,2.25,0.75,5.83,"Axle Shaft Seal",0.10
55135899AE,Crown,29.50,1.50,1.00,21.67,"Door Glass Weatherstrip",0.44
52100283AD,Crown,6.75,6.25,3.25,40,"Fuel Filter",0.40
52000192,Crown,11.50,8.50,8.00,10.67,"Bumper End Cap",0.90
56006247,Crown,4.00,2.50,2.50,23.83,"Brake Light Switch",0.20
83503053,Crown,1.50,0.50,0.50,1.42,"Wheel Stud",0.10
4897399AA,Crown,5.75,16.00,7.00,66.67,"Tail Light",1.20
52079883AB,Crown,38.00,29.00,8.00,273.33,Radiator,15.00
642188K,Crown,4.75,4.50,2.00,51.67,"Intermediate Shaft Kit",2.30
RT34062,Crown,56.00,6.25,1.25,106.67,"Rocker Panel Overlay Set",5.00
68213204AA,Crown,8.00,6.00,4.50,27.5,"Fog Light Bezel",0.40
33000682,Crown,3.50,3.50,1.50,8,"Fuel Pump Ballast Resistor",0.10
4781025AA,Crown,7.00,2.25,2.00,17.5,"Intake Valve",0.31
52088539,Crown,17.50,7.50,7.25,38.33,"Power Steering Pressure Hose",0.90
33002979,Crown,1.00,7.00,7.00,18.33,"Crankshaft Sprocket",0.70
53000521,Crown,25.00,24.00,5.50,266.67,Radiator,18.90
56006403,Crown,2.00,1.00,1.00,4.17,"Headlight Adjusting Screw",0.10
52080118AA,Crown,35.00,27.50,6.50,283.33,Radiator,12.60
52003877,Crown,4.25,1.00,1.00,4.83,"Heater Hose",0.10
55154613,Crown,3.50,3.50,2.00,28.6,"Windshield Washer Pump",0.30
5174245AD,Crown,5.00,2.50,2.50,20.83,"Sway Bar Link",0.60
5091100AB,Crown,8.00,3.50,1.50,13.33,"Antenna Mast",0.13
83505567,Crown,3.00,3.00,12.00,81.67,"Transmission Mount",6.50
52002719,Crown,22.00,4.50,1.00,43.33,"Power Steering Pressure Hose",0.90
53030450,Crown,3.25,3.25,1.50,48.33,"Idle Air Control Valve",0.30
4854181,Crown,3.25,3.25,1.50,73.33,"Fuel Injector",0.10
4621541,Crown,3.75,3.50,1.75,10,"Crankshaft Gear",0.60
52059252AB,Crown,7.00,6.50,6.50,58.33,"Engine Mount",8.20
52058488,Crown,4.00,3.00,9.00,43.33,"Transmission Mount",3.20
53054317,Crown,35.00,5.00,4.00,110,"Track Bar",9.20
635812,Crown,2.00,2.00,0.25,1,"Cluster Gear Thrust Washer",0.10
53001627,Crown,4.00,6.00,28.00,325,"Catalytic Converter",6.00
56000638,Crown,8.00,3.50,1.50,8,"Side Marker Light",0.30
52126186AA,Crown,4.00,4.00,4.00,20.83,"Body Mount",1.40
4415820,Crown,7.00,2.00,2.00,10.83,"Window Handle",0.20
52128095,Crown,10.00,1.75,1.50,23.33,"Brake Hose",0.40
53008654,Crown,5.00,2.00,1.50,10,"Water Pump Bypass Hose",0.10
52124763AB,Crown,13.00,13.00,2.50,70,"Brake Rotor",17.50
52019242AC,Crown,52.50,16.50,8.00,250,"Muffler & Tailpipe",21.00
53021021,Crown,3.00,3.00,2.50,81.67,"Timing Chain Sprocket",3.60
53020989,Crown,18.00,10.75,0.25,26.67,"Cylinder Head Gasket",0.60
68002897AA,Crown,20.25,13.00,4.50,58.33,"Window Regulator",4.31
53003204,Crown,15.50,5.00,4.50,158.33,"Fuel Sending Unit",1.20
53004433,Crown,6.50,4.50,3.50,10.83,"Shift Boot",0.50
5072722AA,Crown,0.50,0.50,0.13,3.33,"Fuel Injector Seal",0.02
MFK8,Crown,14.00,10.00,5.50,23.33,"Master Filter Kit",2.60
52006602,Crown,48.00,3.50,2.50,78.33,"Tie Rod",11.30
55034046,Crown,38.00,11.50,2.00,66.67,Grille,2.70
RT26075,Crown,12.50,6.50,2.00,18,"Roller Fairlead License Plate Bracket",1.13
52003960,Crown,46.00,27.00,5.00,308.33,"Transmission Crossmember",28.50
52058928,Crown,10.00,7.50,4.00,60,"Engine Mount",6.80
4883964AA,Crown,2.25,2.25,0.50,4.83,"Pinion Seal",0.10
52008675,Crown,21.00,1.00,1.00,20,"Brake Hose",0.60
52018335,Crown,52.00,13.00,13.00,158.33,"Muffler & Tailpipe",21.00
83505122,Crown,4.50,2.00,2.00,6.67,"Window Handle",0.10
83505205,Crown,11.50,4.50,4.50,191.67,"Input Shaft",3.80
52087832,Crown,7.00,7.00,2.00,9.17,"Coil Spring Isolator",0.90
56005110,Crown,13.50,10.50,10.50,43.33,"Tail Light",3.30
52128243AD,Crown,1.00,12.00,13.00,20,"Parking Brake Cable",0.70
4856333P,Crown,32.75,7.75,7.75,316.67,"Axle Shaft",19.00
RT20030,Crown,12.00,11.75,4.00,116.67,"Hd Differential Cover",11.60
RT21008,Crown,18.50,6.25,3.00,58.33,"HD Steering Stabilizer",5.10
RT30007,Crown,6.00,8.00,8.00,50.27,"Mirror Kit",2.00
52006861,Crown,14.50,1.00,1.00,19.17,"Brake Hose",0.40
55154983AB,Crown,1.00,1.00,15.00,25,"Wiper Arm",0.60
56028138AF,Crown,8.00,3.25,2.50,41.67,"Ignition Coil",0.60
J4006211,Crown,1.75,0.75,0.25,2.67,Retainer,0.10
56018649AC,Crown,8.00,6.00,4.50,40.83,"Tail Light",0.50
55176225,Crown,22.50,2.50,2.50,12.5,"Door Channel",0.30
4854137,Crown,1.00,10.00,14.00,29.17,"Accelerator Cable",0.40
68184808AC,Crown,12.50,9.00,2.50,40,"Brake Hose",0.80
52098379,Crown,42.00,5.50,5.50,650,"Drive Shaft",21.20
52000601,Crown,13.00,10.00,2.00,65,"Drag Link",2.00
83503002,Crown,2.50,6.00,6.00,158.17,"Differential Gear Set",3.30
53005201,Crown,9.00,1.00,9.00,18.33,"Accelerator Cable",0.20
52101035,Crown,3.00,1.50,1.25,5.83,"Exhaust Insulator",0.20
MFK4,Crown,14.00,10.00,5.50,50,"Master Filter Kit",3.40
5013682AA,Crown,2.00,1.50,2.00,21,"Lock Cylinder",0.20
56041552AD,Crown,3.25,3.25,1.50,45,"Crankshaft Position Sensor",0.10
5189181AA,Crown,2.75,2.25,2.00,2,Retainer,0.10
55034120,Crown,11.25,6.75,6.25,116.67,Mirror,2.60
5142985AA,Crown,11.00,6.00,6.00,125,"Water Pump",3.80
RT27006,Crown,14.00,7.00,6.00,12.5,"Grab Handle Set",0.90
MFK6,Crown,14.00,10.00,5.50,41.67,"Master Filter Kit",3.00
52040415,Crown,6.00,2.25,0.50,5.67,"Shackle Plate",0.50
53000477,Crown,2.50,2.50,0.25,4.58,"Axle Shaft Seal",0.10
52000608,Crown,3.00,1.50,5.25,18.33,"Tie Rod End",1.10
56000598,Crown,0.75,3.25,18.50,18.33,"Wiper Arm",0.30
55234777K,Crown,55.00,5.50,3.00,95,"Bumper Kit",24.00
68299170AB,Crown,47.00,25.00,11.50,48.33,"Fender Liner",3.00
RT52004,Crown,20.50,5.50,2.50,43.33,"Sun Visor Set",2.20
68059644AA,Crown,22.00,20.00,3.25,123.33,"Window Regulator",4.50
68027602AA,Crown,3.00,3.00,3.00,63.33,"Drive Belt Idler Pulley",0.90
52000623,Crown,15.00,3.00,3.00,40,"Fuel Filler & Vent Hose Set",1.50
J0807478,Crown,6.50,6.00,3.00,78.33,"Sector Shaft",1.80
53020366,Crown,28.50,7.50,0.25,25,"Cylinder Head Gasket",0.40
83500203,Crown,1.00,1.00,0.75,13.33,"Ball Joint Split Ring",0.10
68069655AB,Crown,7.00,4.50,4.50,36.67,"Sway Bar Link",1.31
52129094AA,Crown,3.00,3.00,2.50,13.33,"Control Arm Bushing",0.90
932111,Crown,1.50,1.50,0.25,0.58,"Snap Ring",0.02
MFK14,Crown,14.00,10.00,5.50,21.67,"Master Filter Kit",2.40
53000944,Crown,3.25,3.25,3.25,15.83,"Check Valve",0.30
53006723,Crown,5.00,2.00,2.00,10.83,"Intake Valve",0.30
5143696AA,Crown,3.00,3.00,2.00,14.83,"Brake Caliper Piston",0.30
52005350KE,Crown,14.50,12.00,8.00,183.33,"Drum Brake Service Kit",35.00
RT35008,Crown,4.13,4.13,1.38,31.5,"Throttle Body Spacer Kit",0.81
52000957,Crown,4.50,4.50,3.25,15,"Engine Mount",1.80
5359275H,Crown,8.50,8.50,7.00,91.67,Hub,14.70
4882173,Crown,6.50,6.50,3.00,147.33,"Neutral Safety Switch",0.90
52069706AB,Crown,2.50,2.50,0.50,6.67,"Axle Shaft Seal",0.10
56005181,Crown,8.00,4.00,4.00,66.67,"Wiper Motor",3.10
RT26031,Crown,17.00,8.00,5.50,50,"Grille Insert Set",2.10
5143733AA,Crown,3.00,3.00,0.50,9.17,"Output Seal",0.10
83502866,Crown,24.00,2.50,2.50,46.67,"Shock Absorber",3.90
55054832,Crown,12.00,6.75,6.75,116.67,Headlight,2.40
55176222,Crown,4.00,10.00,10.00,33.33,"Door Weatherstrip",1.10
52087862,Crown,10.00,0.75,0.75,10.83,"Power Steering Return Hose",0.30
52007522,Crown,2.50,8.50,2.00,24.17,"Parking Brake Cable",1.50
53005056,Crown,1.50,0.50,0.50,9.67,"Coolant Temperature Sensor",0.10
55234777,Crown,54.50,6.00,2.50,78.33,Bumper,16.50
56000853,Crown,12.00,4.25,4.00,25,"Parking Light",0.80
G131207,Crown,0.75,0.75,0.25,0.83,"Sector Shaft Lock Washer",0.10
5184595AE,Crown,18.00,8.00,0.50,11.67,"Valve Cover Gasket",0.10
52087871,Crown,8.00,8.00,6.00,283.33,"Power Steering Pump",5.50
53020443,Crown,1.00,7.00,7.00,20,"Crankshaft Sprocket",0.60
55176565AC,Crown,31.00,1.50,1.50,31.67,"Door Glass Weatherstrip",0.30
4798283,Crown,96.00,32.00,6.00,275,"Side Panel",22.00
4773308,Crown,18.50,11.25,7.50,30,"A/C Hose",1.10
52087895,Crown,4.00,2.50,2.50,13.67,"Power Steering Reservoir Cap",0.30
52088430,Crown,33.50,4.00,4.00,90,"Track Bar",9.00
55176180MK,Crown,11.00,6.50,5.50,200,"Body Mount Master Kit",9.00
53005218,Crown,3.00,2.00,3.00,23.33,"Oil Pressure Sending Unit",0.40
6502697,Crown,1.00,1.00,0.50,0.92,Nut,0.10
A2934B,Crown,16.00,5.25,1.75,20,"Mirror Arm & Bracket",1.00
5013019AA,Crown,2.75,2.75,0.50,12.5,"Output Seal",0.10
55363284AC,Crown,23.00,11.00,3.00,148.33,"Window Regulator",4.10
56027012,Crown,2.00,0.50,0.50,11.67,"Coolant Temperature Sensor",0.10
83504754,Crown,2.25,2.25,0.75,10,"Output Seal",0.10
68225214AA,Crown,1.00,0.75,0.50,1.58,Retainer,0.02
68078540AC,Crown,21.50,11.00,1.00,113.33,"Engine Gasket Set",1.40
68027359AA,Crown,8.00,6.00,4.50,125,"Water Pump",1.88
83504708,Crown,2.50,2.50,0.75,11.33,"Output Seal",0.10
53021290AA,Crown,3.50,3.50,0.50,30,"Camshaft Sprocket",0.40
83505118,Crown,4.75,2.00,2.00,5.83,"Window Handle",0.10
53006010,Crown,2.25,1.50,1.50,2.33,"Crankshaft Position Sensor Grommet",0.10
53020678K,Crown,30.00,12.25,9.50,150,"Engine Oil Pan Kit",13.00
68272334AC,Crown,61.75,22.00,15.75,98.33,"Fender Liner",3.20
83500678,Crown,5.00,2.75,1.75,36.67,"Clutch Slave Cylinder Repair Kit",0.10
520992FRK,Crown,8.00,6.00,4.50,125,"Cv Joint Repair Kit",4.56
83503068,Crown,13.00,13.00,3.00,275,"Differential Gear Kit",5.60
68001798AB,Crown,4.00,4.00,4.00,78.33,"Drive Belt Tensioner",1.80
68212327AC,Crown,10.50,5.00,4.00,75,"Brake Pad Set",5.00
4766719AA,Crown,5.50,6.25,5.50,113.33,"Hub Assembly",7.40
55034123,Crown,11.00,7.00,6.00,116.67,Mirror,2.60
55078146AC,Crown,11.00,6.25,6.00,66.67,"Tail Light",1.80
4801304AC,Crown,8.25,8.00,8.00,416.67,Alternator,12.50
33003446,Crown,1.00,1.00,4.00,4,"Timing Chain Damper",0.10
55008099,Crown,2.25,0.25,0.25,1.08,"Door Hinge Pin",0.10
83500506,Crown,12.75,9.75,9.75,2.33,"Transmission Case Gasket",0.10
83504099,Crown,3.25,3.25,3.25,100.53,"Fifth Gear",1.10
83506247,Crown,3.75,3.75,1.75,80,"Synchronizer Hub",1.50
83500512,Crown,1.13,1.13,0.75,5,"Transmission Drain Plug",0.10
2583377,Crown,1.75,1.50,0.25,4.33,"Lock Cylinder Retainer",0.02
56007163,Crown,3.50,1.25,1.25,18.33,"Back Up Light Switch",0.10
82201773,Crown,14.25,8.75,3.00,53.33,Mirror,2.70
68088498AD,Crown,15.50,11.25,7.00,191.67,"Hub & Knuckle Assembly",17.00
RT10335T,Crown,36.00,9.50,9.25,400,"Replacement Soft Top",21.30
5011984AA,Crown,2.00,2.00,0.50,4.5,"Brake Caliper Seal",0.10
83506616,Crown,60.00,15.00,7.00,106.67,"Header Panel",6.60
G114499,Crown,5.00,1.25,1.12,1.25,"Sector Shaft Nut",0.06
53034029AD,Crown,16.00,3.50,0.50,10.83,"Exhaust Manifold Gasket",0.20
JA000866,Crown,2.25,2.25,0.25,3.33,"Spindle Nut",0.10
83500641,Crown,1.00,0.38,0.25,1.33,"Synchronizer Key",0.10
5115041AF,Crown,13.00,9.00,6.00,55,Mirror,3.20
83504190,Crown,4.25,3.75,0.25,12.5,"Axle Shaft Retainer",0.20
55397116AB,Crown,8.00,6.00,4.50,15,"Bumper Bracket",1.31
83502855,Crown,8.00,4.00,2.75,56.67,Yoke,2.20
5012847AA,Crown,2.00,2.00,0.50,6.33,"Pinion Seal",0.10
52003946,Crown,5.00,16.50,12.00,13.33,"Radiator Hose",1.40
83503693,Crown,20.00,4.00,3.25,38.33,"Shock Absorber",4.80
5019723AA,Crown,11.00,6.25,5.75,230,"Input Shaft",10.00
MFK9,Crown,14.00,10.00,5.50,90,"Master Filter Kit",2.80
56002684,Crown,21.00,17.00,4.50,67.6,"A/C Hose",1.90
52000616,Crown,8.50,2.25,2.00,28.33,"Pitman Arm",2.50
83500492,Crown,6.50,6.50,5.25,104.35,"Input Gear",4.30
4666149AA,Crown,5.00,3.50,2.25,21.67,"Thermostat & Housing",0.50
56001279,Crown,9.00,7.00,4.00,23.33,"Headlight Seat",0.60
55079096AA,Crown,57.50,19.00,7.50,46.67,"Fender Liner",2.50
83504317,Crown,13.50,7.75,5.00,53.33,"Tail Light",2.30
4269189,Crown,2.00,2.00,1.00,13.33,"Output Shaft Bearing",0.20
55176180,Crown,2.50,2.50,1.50,8.17,"Body Mount Bushing",0.20
56002522,Crown,5.25,4.25,3.50,93.33,"Heater Control Valve",0.80
55036145,Crown,27.50,6.00,1.25,12.5,"Heater Hose",0.60
55054581,Crown,15.50,5.00,4.50,26.67,"Parking Light",1.10
53001100,Crown,14.00,14.00,2.00,27.5,"Vacuum Harness",0.40
52111953AC,Crown,2.75,2.75,0.50,6.67,"Pinion Seal",0.10
83504376,Crown,8.25,8.25,5.50,308.33,"Ring & Pinion Kit",0.40
528533FRK,Crown,6.50,6.00,3.00,125,"CV Joint Repair Kit",4.10
55156753AB,Crown,62.50,12.00,7.50,225,"Header Panel",3.00
83504310,Crown,1.25,1.00,0.75,1,"Parking Brake Strut Spring",0.10
55235226,Crown,48.00,30.00,4.00,118.33,Fender,7.50
83503390,Crown,3.25,3.25,0.50,5.83,"Pinion Seal",0.10
4798825AC,Crown,4.00,4.00,4.00,73.33,"Fuel Pressure Regulator Kit",0.70
CAK1,Crown,28.00,26.50,4.50,281.67,"Control Arm Kit",33.20
83502385,Crown,13.00,8.75,5.00,38.33,"Brake Shoe Set",5.80
CAK4,Crown,23.25,10.25,8.50,145,"Control Arm Kit",18.40
83502655,Crown,82.00,15.00,9.00,93.33,Tailpipe,10.40
83504447,Crown,1.50,0.75,0.75,9.17,"Fuel Line Repair Kit",0.10
68003275AA,Crown,0.45,0.84,0.84,2.5,Nut,0.06
83506245,Crown,1.75,1.75,0.38,9.18,"Cluster Gear Thrust Washer",0.10
53010512AA,Crown,5.00,2.00,2.00,12.5,"Intake Valve",0.30
56000852,Crown,9.50,4.25,3.75,25,"Parking Light",0.40
83503574,Crown,8.00,3.75,3.75,96.67,Yoke,2.10
83505425,Crown,23.25,2.50,0.50,5.83,"Wiper Blade",0.20
83510055,Crown,3.25,3.25,1.50,35,"Steering Column Bearing Kit",0.30
83504316,Crown,13.75,8.00,5.00,53.33,"Tail Light",2.40
5370019R,Crown,10.00,10.00,1.50,18.33,"Power Steering Return Hose",0.60
4666044AA,Crown,7.00,5.50,5.00,46.67,"Water Pump",2.50
55395014AB,Crown,60.00,24.00,4.00,308.33,"Windshield Frame",19.00
4801268AB,Crown,7.00,9.00,12.00,291.67,Starter,12.00
83300090,Crown,10.00,7.00,3.00,26.67,"Ignition Wire Set",1.10
52008905,Crown,23.00,14.00,1.50,31.67,"Parking Brake Cable",1.10
55155629ABC,Crown,3.75,3.50,1.75,14.17,"Side Marker Light",0.10
5011978AA,Crown,5.00,1.00,0.50,7,"Brake Caliper Spring",0.10
MFK21,Crown,14.00,10.00,5.50,20,"Master Filter Kit",2.40
83500210,Crown,4.00,4.00,2.00,15,"Piston Ring Set",0.20
4666026AB,Crown,12.50,10.00,4.00,88.33,"Exhaust Manifold",7.80
LSK1,Crown,47.00,10.75,8.75,308.33,"Leaf Spring Kit",83.00
52109795AC,Crown,4.00,2.50,2.50,12.5,"Bump Stop",0.30
55076401,Crown,8.25,4.00,1.75,13.33,"Rearview Mirror Mount Kit",0.20
83506243,Crown,16.50,2.50,2.50,233.33,"Main Shaft",6.80
83500550,Crown,5.00,5.00,2.00,141.67,"First Gear",2.90
68067150AB,Crown,26.50,1.25,0.75,20,Dipstick,0.06
83503234,Crown,2.00,2.00,0.25,4.17,"Input Seal",0.10
83504946,Crown,2.75,2.75,0.50,4.67,"Pinion Seal",0.10
5066052AA,Crown,2.75,2.75,1.25,4,"Pinion Oil Slinger",0.10
YJWSK,Crown,23.50,10.00,8.50,366.67,"Complete Weatherstrip Kit",12.20
J5357412,Crown,16.00,12.00,1.00,26.67,"Parking Brake Cable",0.80
83500560,Crown,2.00,2.00,2.00,26.67,"First Gear Race",0.40
RT52005,Crown,22.00,5.25,1.50,43.33,"Sun Visor Set",2.60
52038015,Crown,11.00,11.00,2.50,40,"Power Steering Pressure Hose",1.30
83500873,Crown,8.25,4.75,3.75,53.33,"Fuel Pump",1.10
4627166AC,Crown,18.50,3.25,1.00,26.67,"Accessory Drive Belt",0.40
56005900,Crown,4.00,4.00,4.00,31.67,"Heater Control Valve",0.30
SE04,Crown,7.00,4.75,3.00,36.67,"Hd Shackle Kit",6.50
83500570,Crown,7.00,1.50,1.50,43.33,"Reverse Idler Shaft",1.50
52060398AD,Crown,6.00,6.00,6.00,158.33,"Hub Assembly",11.00
83500969,Crown,1.50,1.50,1.50,28.33,"First Gear Bearing",0.10
83500987,Crown,9.00,10.00,10.00,9.17,"Wheel Cylinder Rebuild Kit",0.10
4886150AA,Crown,8.00,8.00,7.50,200,"Blower Motor",3.50
6509761AA,Crown,1.38,0.88,0.88,1.5,Retainer,0.02
RT34086,Crown,39.00,21.00,1.50,135,"Grille Overlay",5.70
53007809,Crown,3.50,3.50,1.75,83.33,"Fuel Injector",0.30
56029852AA,Crown,8.00,7.50,4.75,141.67,Starter,5.20
83506055,Crown,10.50,2.00,2.00,81.67,"Shift Shaft",0.90
83505472,Crown,13.25,9.25,4.00,283.33,"Ring & Pinion",12.30
52002952,Crown,12.00,12.00,3.00,73.33,"Brake Drum",12.30
5033316AA,Crown,3.25,2.50,2.00,32.5,"Knock Sensor",0.10
4796033,Crown,14.50,3.50,1.50,48.7,"Accessory Drive Belt",0.70
J5758027,Crown,2.00,10.00,14.00,25,"Hood Release Cable",0.60
55056633AB,Crown,32.00,24.25,8.50,275,Radiator,12.80
56041402AB,Crown,1.00,3.75,0.75,4.17,"Spark Plug",0.10
56028807AB,Crown,3.25,3.25,1.25,43.33,"Oil Pressure Sending Unit",0.10
83506029,Crown,0.75,0.25,0.25,2.5,"Synchronizer Key",0.10
68004090AA,Crown,2.00,2.00,0.25,2.17,"Axle Shaft Guide",0.06
55177101AD,Crown,54.00,34.00,6.00,125,Fender,6.80
A8249,Crown,8.50,8.00,3.50,60.83,"Steering Bellcrank",2.40
5014212AA,Crown,3.75,2.75,1.50,80,"Blower Motor Resistor",0.30
52004366,Crown,9.00,4.50,4.50,7.92,"Vacuum Reservoir",0.70
83502648,Crown,34.50,11.50,4.50,98.33,Muffler,11.00
A5294,Crown,4.50,3.50,2.50,9.83,"Distributor Rotor",0.40
RT20031,Crown,12.00,11.75,4.00,116.67,"Hd Differential Cover",12.40
RT31046,Crown,16.00,15.50,10.75,541.67,"Big Brake Kit",85.20
83503643,Crown,5.25,2.50,7.25,73.33,"Idle Air Control Valve",0.70
8122392K,Crown,13.75,7.75,5.25,250,"Transfer Case Chain Kit",7.30
55009343,Crown,2.50,2.50,1.50,3.83,"Hood Catch Bracket",0.10
83506017,Crown,4.50,4.50,4.50,216.67,"First Gear",2.80
68263130AA,Crown,8.00,7.50,4.50,92,"Brake Caliper",5.80
55079228AD,Crown,8.00,4.00,4.00,6,"Bumper Bracket",0.31
83503504,Crown,0.50,2.00,2.00,6.67,"Axle Shaft Seal",0.10
5105271AC,Crown,15.00,4.25,4.25,48.33,"Lateral Link",3.60
83504197,Crown,11.25,11.00,5.75,483.33,"Ring & Pinion Kit",13.60
83507095,Crown,7.75,7.75,2.00,86.67,"Timing Chain Kit",3.30
56001260,Crown,8.00,6.75,0.75,12.5,"Headlight Retainer",0.10
5142573AA,Crown,3.00,3.00,3.00,36.67,"Timing Belt Idler Pulley",0.60
RT26064,Crown,30.00,6.00,5.00,26.67,"Windshield Channel",3.00
52111197AA,Crown,3.00,3.00,1.75,26.67,"Axle Shaft Bearing",0.50
RT32010,Crown,8.00,7.50,4.50,98.33,"Wheel Adapter Set",8.40
6510520AA,Crown,2.13,0.63,0.63,1,Retainer,0.02
RT34088,Crown,3.50,1.75,0.50,5.67,"Battery Tray Clamp",0.20
4874373AB,Crown,3.25,3.25,1.50,65,"Idle Air Control Valve",0.30
83500786,Crown,1.00,1.00,1.00,2.43,"Pilot Bushing",0.10
68002490AB,Crown,9.00,5.00,5.00,41.67,"Wiper Arm & Blade",0.88
J8132401,Crown,12.25,4.75,4.00,158.33,"Input Shaft",4.00
83500409,Crown,5.00,5.00,2.25,41.67,"Distributor Pickup",0.60
J4006866,Crown,0.38,0.38,0.05,1.5,Nut,0.02
1FN66RXFAA,Crown,74.50,13.00,10.00,325,Fascia,10.80
83504938,Crown,12.25,9.50,3.75,308.33,"Ring & Pinion",11.70
52087865AB,Crown,4.00,2.50,2.50,5.67,"Sway Bar Bushing Bracket",0.60
5155456AG,Crown,13.50,9.00,8.00,93.33,Mirror,3.50
4798216AB,Crown,3.50,2.50,0.25,10,"Crankshaft Seal Kit",0.10
5143279AA,Crown,8.50,5.00,3.25,108.33,"Brake Master Cylinder",1.40
RT28031,Crown,11.75,6.00,2.00,75,"Light Wiring Harness",0.88
83506026,Crown,2.25,2.25,2.25,31.67,"First Gear Race",0.50
5003867AA,Crown,16.00,7.00,6.00,291.67,"Fuel Module",3.50
5155458AG,Crown,13.50,9.00,8.00,96.67,Mirror,3.60
4884648AA,Crown,2.25,2.25,0.25,9.17,"Intake Manifold Seal",0.10
4891720AA,Crown,3.50,3.50,1.75,16.67,"Drive Belt Idler Pulley",0.30
53013932AB,Crown,11.00,3.75,0.25,9.17,"Exhaust Manifold Gasket",0.20
8134350K,Crown,33.00,3.75,2.00,56.67,"Drag Link Assembly",4.60
55156866AA,Crown,5.00,4.75,4.50,81.67,"Fog Light",0.50
5012840AA,Crown,4.50,4.00,3.50,60,Yoke,2.00
55254574,Crown,58.00,39.00,3.50,283.33,Hood,37.00
J3215939,Crown,2.75,1.25,0.50,10,"Brake Light Switch",0.10
5184407AF,Crown,12.50,7.00,3.00,58.33,"Engine Oil Pan",2.13
56027027AB,Crown,15.25,4.25,4.00,141.67,Distributor,2.20
5016434AA,Crown,3.25,11.00,11.00,73.33,"Brake Rotor",15.20
5047861AA,Crown,5.25,5.25,5.00,46.67,"Thermostat & Housing",1.00
83510193,Crown,1.00,0.50,0.25,2.33,"Synchronizer Plate",0.10
QR38XBQAC,Crown,10.25,3.50,3.50,38.33,"Door Handle",0.60
5017479AA,Crown,2.00,1.50,1.50,36.67,"Throttle Position Sensor",0.10
646147,Crown,3.50,3.50,0.06,2,"Oil Pump Gasket",0.10
SK4,Crown,55.50,5.25,4.00,216.67,"Steering Kit",22.20
55397090AB,Crown,4.00,4.00,1.75,9.17,"Tailgate Hinge Cover",0.13
A3051K,Crown,3.00,2.00,0.50,70,"Door Snap Kit",0.13
5083669AA,Crown,2.50,2.50,0.50,4.17,"Axle Shaft Slinger",0.10
83503108,Crown,2.50,2.50,0.25,5.83,"Output Seal",0.10
5066147AA,Crown,13.00,8.00,4.00,40,"Brake Shoe Set",5.90
4573560AB,Crown,1.00,2.25,2.00,10.83,Thermostat,0.10
4897297AA,Crown,3.00,3.00,3.00,6.33,"Crankshaft Seal Kit",0.10
5115795AG,Crown,7.00,11.50,7.00,108.33,Mirror,3.80
5103015AA,Crown,33.00,8.00,7.50,433.33,"Axle Shaft",18.00
RT21049,Crown,8.00,6.00,4.25,39.17,"Hd Shackle Kit",7.90
68033227AA,Crown,39.50,29.00,12.00,241.67,Radiator,14.50
4886509AA,Crown,20.00,3.75,3.00,81.67,"Shock Absorber",5.10
68080450AA,Crown,16.50,11.25,2.50,20.83,"License Plate Bracket",1.00
5066158AA,Crown,4.00,2.50,2.50,23.33,"Wheel Cylinder",1.30
55394450AB,Crown,49.00,32.00,5.00,90,Fender,8.70
53002900,Crown,8.75,3.25,1.00,43.33,"Accessory Drive Belt",0.50
A2934CR,Crown,6.00,4.00,4.00,11.67,"Mirror Head",1.00
RT33022,Crown,22.50,13.00,2.00,15,"Storage Bag",2.20
52060056AC,Crown,9.00,2.75,2.00,40,"Pitman Arm",3.30
4874371AC,Crown,4.00,2.00,2.00,55,"Throttle Position Sensor",0.10
5168159AA,Crown,31.50,22.75,5.00,241.67,"Control Arm",26.40
5015223AA,Crown,2.25,0.50,0.50,7.5,"Differential Shaft Pin",0.10
68001297AA,Crown,5.75,3.00,3.00,7,"Oil Filter",0.30
4856332P,Crown,32.75,7.75,7.75,316.67,"Axle Shaft",19.00
83505601,Crown,8.50,3.50,1.00,48.53,"Connecting Rod",1.30
83506242,Crown,4.00,4.00,1.75,71.67,"Fifth Gear Spacer",1.20
