REPLACES_PART,DESCRIPTION_NOTUPDATE,QUANTITY
J8125880          ,WHEEL CYL. KIT ,50
J8126106          ,"SHAFT, INPUT   ",139
J8126232          ,"SLINGER, OIL   ",4564
J8126234          ,SYNCHRO. ASSY. ,68
J8126312          ,"FILTER, FUEL   ",934
J8126314          ,"PAD SET, BRAKE ",13
J8126321          ,"ROTOR, DISTRIBU",140
J8126400          ,"YOKE, SLIP     ",457
J8126494          ,GEAR & PINION S,2
J8126496          ,"CASE, DIFFERENT",24
J8126497          ,DIFFERENTIAL KI,-1
J8126499          ,PINION BRG. KIT,65
J8126500          ,BEARING KIT    ,154
J8126502          ,SHIM KIT       ,68
J8126503          ,"SHIM SET,PINION",28
J8126506          ,"SHIM SET, DIFF.",609
J8126509          ,BALL JOINT KIT ,192
J8126510          ,"BEARING KIT, SP",79
J8126513          ,CASE ASSY      ,0
J8126515          ,"CASE, DIFF.    ",0
J8126518          ,GEAR & PINION  ,1
J8126587          ,"BRACKET,SHOCK,F",523
J8126601          ,BUSHING        ,28733
J8126610          ,U-JOINT KIT    ,11
J8126614          ,U-JOINT        ,266
J8126636          ,U-JOINT KIT    ,72
J8126638          ,U-JOINT KIT    ,950
J8126659          ,VOLTMETER      ,14
J8126663          ,"CLAMP, EXHAUST ",96
J8126668          ,"ROD,CLUTCH FORK",394
J8126682          ,CHAIN          ,3
J8126691          ,"MOTOR, BLOWER  ",0
J8126692          ,"CYLINDER, WHEEL",29
J8126711          ,"CAP, DISTRIBUTO",6
J8126712          ,"CYLINDER, WHEEL",10
J8126713          ,"CYLINDER, WHEEL",8
J8126737          ,MASTER CYLINDER,13
J8126739          ,MASTER CYLINDER,-2
J8126741          ,"CYLINDER, WHEEL",109
J8126743          ,"CYLINDER, WHEEL",190
J8126744          ,"CYLINDER, WHEEL",360
J8126747          ,"REPAIR KIT, M.C",0
J8126751          ,WHEEL CYLINDER ,5
J8126753          ,WHEEL CYLINDER ,7
J8126755          ,"SEAL KIT, CALIP",15
J8126756          ,"REPAIR KIT, CAL",11
J8126762          ,"GASKET, VALVE C",483
J8126766          ,"CYLINDER, WHEEL",166
J8126774          ,"PUMP, WATER    ",71
J8126775          ,"CYLINDER, WHEEL",8
J8126777          ,BALL JOINT     ,1785
J8126796          ,"FLANGE, FRONT  ",2
J8126797          ,"CYLINDER, WHEEL",143
J8126798          ,"CYLINDER, WHEEL",7
J8126799          ,MOUNT          ,29
J8126804          ,MAIN SHAFT     ,143
J8126806          ,"NUT, MAINSHAFT ",1758
J8126811          ,SNAP RING      ,712
J8126812          ,"PLUG, DRAIN    ",0
J8126813          ,SNAP RING      ,9479
J8126814          ,GASKET         ,1093
J8126825          ,"FORK, SHIFT (LO",3985
J8126826          ,"FORK, SHIFT    ",1244
J8126927          ,"GAUGE, FUEL    ",-3
J8126928          ,"GAUGE, TEMPERAT",507
J8126929          ,"GAUGE, OIL PRES",1612
J8126946          ,GEAR & PINION A,0
J8126991          ,"WHEEL, HEATER  ",60
J8127021          ,"MOTOR, HEATER  ",0
J8127059          ,"SPRING, SHIFT  ",3192
J8127070          ,"AXLE SHAFT, REA",158
J81270701         ,AXLE SHAFT-1PC ,5
J8127071          ,"AXLE SHAFT, REA",126
J81270711         ,AXLE SHAFT-1PC ,6
J8127072          ,GEAR & PINION  ,1
J8127079          ,"AXLE SHAFT, REA",8
J8127081          ,"AXLE SHAFT, REA",79
J8127092          ,"GEAR SET, DIFF.",103
J8127215          ,GASKET SET     ,58
J8127350          ,"SEAL,OUTER AXLE",1958
J8127351          ,SEAL           ,913
J8127356          ,BRG & SEAL KIT ,147
J8127385          ,"GASKET, ADAPTER",188
J8127392          ,GASKET         ,144
J8127395          ,SNAP RING      ,3888
J8127397          ,"ROLLER, TRANS. ",6172
J8127401          ,"PLATE, SYNCHRO.",7
J8127402          ,BLOCKING RING  ,326
J8127403          ,BLOCKING RING S,80
J8127415          ,BLOCKING RING S,80
J8127418          ,"PLATE, SYNCHRO.",40
J8127419          ,"SPRING, SYNCHRO",55
J8127420          ,SNAP RING      ,3411
J8127421          ,"GEAR, THIRD    ",264
J8127422          ,"GEAR, SECOND   ",135
J8127424          ,SNAP RING      ,716
J8127425          ,"GEAR, FIRST    ",166
J8127427          ,"ROLL PIN, M/S  ",4912
J8127429          ,"WASHER, COUNTER",3497
J8127432          ,"WASHER, THRUST ",498
J8127434          ,"PIN, ROLL      ",7966
J8127449          ,"LENS, PARKING  ",1420
J8127471          ,O-RING         ,2292
J8127473          ,PLUG           ,145
J8127477          ,GASKET         ,14
J8127481          ,"FORK, 3RD & 4TH",291
J8127483          ,"FORK, 1ST & 2ND",262
J8127490          ,"BUSHING,SHIFTER",25918
J8127536          ,"BRACKET, STRG. ",138
J8127582          ,REPAIR KIT     ,20
J8127583          ,SEAL KIT       ,3105
J8127598          ,"AXLE SHAFT, R  ",-2
J8127599          ,"AXLE SHAFT, L  ",9
J8127630          ,"CUP, BEARING   ",499
J8127645          ,"REPAIR KIT, THR",15
J8127652          ,FILTER KIT     ,407
J8127654          ,PISTON         ,2
J8127698          ,"TANK, FUEL     ",3
J8127711          ,"CROSSMEMBER,REA",37
J8127712          ,"BRACKET, SPRING",524
J8127756          ,"SWITCH, DIRECTI",11
J8127772          ,MASTER CYLINDER,3
J8127782          ,SHOE & LINING  ,1
J8127783          ,BRAKE SPRING KI,4
J8127784          ,HOLD DOWN KIT  ,9
J8127785          ,SCREW KIT      ,101
J8127792          ,MASTER CYLINDER,1
J8127821          ,MASTER CYLINDER,0
J8127850          ,BEARING ASSY   ,1451
J8128103          ,"SHAFT, INPUT   ",11
J8128147          ,"SPINDLE,STRG.  ",271
J8128163          ,LATCH & CABLE  ,1919
J8128190          ,GASKET SET     ,21
J8128191          ,GASKET SET     ,51
J8128192          ,GASKET SET     ,38
J8128433          ,BRUSH HOLDER   ,103
J8128434          ,BRUSH KIT      ,57
J8128438          ,COIL SET       ,17
J8128445          ,STATOR (PICK-UP,324
J8128461          ,"HANDLE, DOOR   ",384
J8128462          ,"PIN,DISTRIBUTOR",4508
J8128482          ,BULB           ,49
J8128488          ,"MOUNT, ENGINE  ",-16
J8128520          ,"HINGE, LIFTGATE",548
J8128585          ,"TANK, FUEL     ",-15
J8128749          ,"RING, HEADLAMP ",-33
J8128767          ,"SPINDLE, STRG. ",0
J8128784          ,"CORE, HEATER   ",0
J8128841          ,"BEARING, WHEEL ",22
J8128880          ,"SPACER, SHAFT  ",0
J8128889          ,"SWITCH, IGNITIO",89
J8128900          ,"SENSOR, DIST.  ",56
J8128931          ,"CONNECTOR, LAMP",404
J8129097          ,"GASKET SET, TIM",695
J8129098          ,"GASKET SET,TIMI",88
J8129201          ,"YOKE, PINION   ",29
J8129217          ,RING & PINION  ,2
J8129221          ,"SHIM SET,PINION",24
J8129222          ,"SHIM SET, CARR.",42
J8129223          ,"SHIM SET, AXLE ",0
J8129224          ,GEAR & PINION  ,0
J8129225          ,RING & PINION  ,0
J8129228          ,"GEAR SET, DIFF.",29
J8129235          ,GEAR SET       ,1
J8129240          ,GEAR SET       ,0
J8129241          ,"GEAR SET, DIFFE",123
J8129242          ,"SHIM KIT, DIFF.",2
J8129245          ,"CASE, DIFF.    ",0
J8129363          ,"YOKE, OUTPUT, F",65
J8129373          ,TIMING COVER   ,881
J8129383          ,"FILTER KIT,FUEL",101
J8129434          ,"STABILIZER, STE",4
J8129459          ,WATER PUMP     ,11
J8129473          ,VACUUM         ,291
J8129642          ,"LENS, TAIL LAMP",757
J8129722          ,"SCREW, BLEEDER ",53
J8129723          ,"CYLINDER, WHEEL",18
J8129724          ,"CYLINDER, WHEEL",18
J8129725          ,"SCREW, BLEEDER ",119
J8129735          ,"ADAPTER, R BRG.",63
J8130017          ,"CASE,DIFF.,STD ",0
J8130067          ,SHOE & LINING  ,117
J8130142          ,BEARING        ,136
J8130152          ,BEARING KIT    ,1
J8130157          ,"SEAL KIT, STRG.",327
J8130256          ,SYNCH. RING SET,351
J8130273          ,INSERT         ,24
J8130274          ,INSERT         ,16
J8130296          ,"YOKE,PROP SHAFT",84
J8130364          ,NUT            ,283
J8130510          ,BRG & SEAL KIT ,71
J8130747          ,"CYLINDER, WHEEL",21
J8130750          ,U-JOINT KIT    ,28
J8130815          ,"SEAL WASHER,OUT",3498
J8130819          ,BEARING ASSY   ,32
J8130829          ,"SWITCH,TRANSFER",21
J8130836          ,BEARING        ,28
J8130846          ,ROLLER KIT     ,29
J8130859          ,"PAD KIT, SHIFT ",36618
J8130868          ,BEARING        ,748
J8130869          ,"BRG, FR. OUTPUT",57
J8130870          ,"SEAL, OIL      ",49
J8130875          ,THRUST BRG. KIT,0
J8130878          ,"BEARING, INPUT ",10
J8130879          ,THRUST BEARING ,2
J8130938          ,"SOLENOID, START",36
J8130972          ,ROLLER BRG. KIT,39
J8130974          ,"RING, RETAINING",549
J8130982          ,"SEAL, OIL      ",794
J8130995          ,GASKET & SEAL S,383
J8131648          ,CALIPER ASSY   ,163
J8131649          ,CALIPER ASSY   ,186
J8131656          ,"YOKE, PINION   ",35
J8131660          ,"SHAFT,F. OUTPUT",31
J8131668          ,"SHIM SET,OUTPUT",899
J8131669          ,"SEAL, OUTPUT   ",1603
J8131670          ,"PAD, SHIFT FORK",7578
J8131672          ,"ROD,SHIFT,REAR ",-2
J8131680          ,"GEAR,FR. OUTPUT",359
J8131682          ,"BEARING, INPUT ",122
J8131684          ,"SEAL, INPUT    ",559
J8131685          ,"GEAR, INPUT    ",98
J8131689          ,SHIM KIT       ,2737
J8131785          ,"PAD SET, FRONT ",50
J8132203          ,GASKET SET     ,12
J8132227          ,VALVE          ,0
J8132229          ,VALVE          ,8
J8132233          ,SEAL           ,22811
J8132249          ,CAMSHAFT       ,14
J8132303          ,"PUMP, OIL      ",7
J8132309          ,"VALVE,CRANKCASE",80
J8132312          ,"CAP, OIL       ",112
J8132313          ,"FILTER, OIL    ",32
J8132364          ,"PUMP, FUEL     ",7
J8132369          ,"SHAFT, INPUT   ",0
J8132372          ,"RETAINER,F. BRG",3
J8132374          ,MAIN SHAFT     ,33
J8132376          ,SYNCHRO. ASSY. ,-1
J8132377          ,"SPRING,SYNCHRO.",1158
J8132378          ,SYNCHRO REP. KT,59
J8132379          ,"GEAR, THIRD    ",340
J8132380          ,"GEAR, 3RD      ",376
J8132382          ,"GEAR, SECOND   ",408
J8132383          ,"GEAR, SECOND   ",369
J8132384          ,"GEAR, SECOND   ",105
J8132385          ,SNAP RING      ,871
J8132387          ,"PLATE, SYNCHRO.",18569
J8132388          ,SNAP RING      ,155
J8132389          ,"GEAR, FIRST    ",0
J8132390          ,"WASHER, THRUST ",89
J8132394          ,"BEARING, ROLLER",3833
J8132395          ,"WASHER, CLUSTER",780
J8132396          ,WASHER         ,53248
J8132397          ,COUNTERSHAFT   ,1
J8132398          ,"SHAFT,REV. IDLE",0
J8132399          ,"GEAR,REV. IDLER",93
J8132401          ,"SHAFT, INPUT   ",35
J8132402          ,"GEAR, REVERSE  ",12
J8132403          ,"BEARING, ROLLER",4102
J8132404          ,WASHER         ,1714
J8132405          ,"WASHER, THRUST ",238
J8132407          ,"PIN,SHIFT LEVER",586
J8132412          ,"FORK, 3RD & 4TH",104
J8132413          ,"FORK, REV. GEAR",409
J8132419          ,"PIN, LEVER     ",4640
J8132420          ,"RETAINER,SPRING",1020
J8132422          ,"BOOT, SHIFTER  ",1408
J8132423          ,GASKET         ,342
J8132425          ,SNAP RING      ,153
J8132426          ,"BEARING, INPUT ",733
J8132427          ,SNAP RING      ,1044
J8132428          ,"GASKET, COVER  ",928
J8132429          ,"GEAR, THIRD    ",417
J8132430          ,SNAP RING      ,4835
J8132576          ,"PLATE, PRESSURE",4
J8132577          ,"DISC, CLUTCH   ",2
J8132597          ,"SHAFT, INPUT   ",106
J8132672          ,"SEAL, OUTPUT   ",862
J8132674          ,"GEAR, THIRD    ",171
J8132676          ,"BOOT, STEERING ",15
J8132700          ,GEAR & PINION 3,0
J8132779          ,"SEAL, INPUT    ",1910
J8132781          ,"REPAIR KIT, CLU",129
J8132782          ,SLAVE CYLINDER ,1148
J8132815          ,"ARM ASSY, REV. ",420
J8132907          ,CAMSHAFT       ,-2
J8132911          ,"CYLINDER KIT, C",131
J8132914          ,"AXLE SHAFT, FRO",0
J8133009          ,CAMSHAFT       ,8
J8133036          ,"END, DRIVE     ",1
J8133197          ,"RETAINER, AXLE ",18
J8133252          ,"BEARING, CRANK ",0
J8133253          ,"BEARING, CRANK ",1154
J8133255          ,"BEARING, MAIN .",50
J8133290          ,"SHOCK, FRONT   ",0
J8133316          ,MASTER CYLINDER,1
J8133317          ,M. CYL. REP. KT,35
J8133418          ,"INSERT, SHIFT F",744928
J8133622          ,"BEARING, AXLE  ",5
J8133652          ,"GEAR, DISTRIBUT",5321
J8133682          ,MAIN BRG.  .002,77
J8133683          ,"MAIN BEARING, .",56
J8133708          ,"CLIP KIT,DISCON",36
J8133730          ,"HUB, REAR AXLE ",400
J8133794          ,"LUG,TRANS. FORK",728
J8133818          ,SHOE & LINING  ,146
J8133845          ,"REPAIR KIT, CAL",77
J8133846          ,"CALIPER ASSY, R",154
J8133847          ,"CALIPER ASSY, L",262
J8133852          ,"SEAL KIT, CALIP",31
J8133885          ,"AXLE SHAFT,REAR",137
J81338851         ,"AXLE SHAFT,1 PC",3
J8133886          ,"AXLE SHAFT, REA",110
J81338861         ,"AXLE SHAFT,1 PC",2
J8133909          ,"BOOSTER, BRAKE ",-5
J8134013          ,"RETAINER, FRONT",284
J8134015          ,BEARING & CUP  ,70
J8134016          ,SHIM SET       ,593
J8134017          ,WASHER         ,161
J8134018          ,"BEARING, THRUST",2733
J8134021          ,"SPRING, SYNCH. ",523
J8134025          ,WASHER         ,1808
J8134030          ,BEARING & CUP  ,14
J8134031          ,CLUSTER GEAR   ,0
J8134032          ,WASHER         ,198
J8134034          ,"BEARING,CLUSTER",33
J8134035          ,SPACER         ,42
J8134036          ,BEARING        ,531
J8134037          ,"RACE, THRUST   ",8883
J8134038          ,"GEAR, REVERSE I",0
J8134040          ,"PIN, SHIFT     ",2044
J8134048          ,"FORK, 3RD & 4TH",488
J8134058          ,BLOCKING RING S,56
J8134064          ,"BOOT,SHIFTER   ",792
J8134068          ,"SWITCH, BACK-UP",25
J8134069          ,CLUSTER GEAR   ,227
J8134070          ,"WASHER, THRUST ",51
J8134071          ,"BEARING,CLUSTER",24
J8134072          ,SPACER         ,15640
J8134073          ,SNAP RING      ,578
J8134082          ,SNAP RING      ,1042
J8134086          ,SYNCHRO. ASSY. ,25
J8134087          ,RETAINER       ,4970
J8134088          ,WASHER         ,3403
J8134089          ,SNAP RING      ,1711
J8134170          ,BLOCKING RING  ,115
J8134186          ,SPEEDOMETER (KI,142
J8134213          ,"BEARING, NEEDLE",12
J8134219          ,RING & PINION  ,1
J8134230          ,"GEAR,REV. IDLER",402
J8134232          ,CARBURETOR KIT ,819
J8134239          ,"BEARING, OUTPUT",87
J8134246          ,"FLEX RACK, POWE",2365
J8134247          ,M. CYL REP. KIT,83
J8134266          ,REPAIR KIT     ,3
J8134270          ,MASTER CYLINDER,-4
J8134290          ,"TUBE, TIE ROD  ",98
J8134292          ,"COVER,TRANSMIS.",286
J8134293          ,"AXLE SHAFT, FRO",8
J8134294          ,"AXLE SHAFT, FRO",2
J8134295          ,TIE ROD ASSY.  ,148
J8134319          ,SEALED BEAM    ,116
J8134320          ,"PUMP, WATER    ",40
J8134321          ,"PUMP, WATER    ",12
J8134343          ,"CHAIN, TIMING  ",78
J8134350          ,DRAG LINK      ,216
J8134385          ,GEAR & PINION  ,2
J8134400          ,"GROMMET, COVER ",3176
J8134410          ,GEAR & PINION  ,-1
J8134429          ,"FORK, 1ST & 2ND",200
J8134441          ,"PISTON KIT,STD.",15
J8134441020       ,PISTON & PIN   ,6
J8134446          ,"SEAL, OIL      ",16349
J8134471          ,"CHAIN, TRANSFER",5
J8134473          ,"SWITCH,TRANSFER",32
J8134490          ,"BUSHING, EXTEN.",1534
J8134553          ,"BEARING, OUTPUT",75
J8134568          ,"SEAL KIT,SECTOR",183
J8134627          ,ACTUATOR       ,65
J8134644          ,BEARING        ,15
J8134663          ,ALTERNATOR     ,9
J8134667          ,"CAP,SHIFT HSNG.",1724
J8134675          ,"SEAL, OIL      ",3472
J8134680          ,"SEAL, ADAPTER  ",1641
J8134773          ,"FLEX RACK, POWE",2834
J8134782          ,"YOKE, REAR PROP",1
J8134809          ,"YOKE, REAR AXLE",1
J8134810          ,"SEAL, PINION   ",1501
J8136600          ,TIE ROD END    ,733
J8136601          ,WHL. CYL. REPAI,122
J8136602          ,"PUMP, WATER    ",-3
J8136603          ,"PUMP, WATER    ",8
J8136612          ,"CYLINDER, WHEEL",139
J8136613          ,"PUMP, WATER (NE",2
J8136614          ,MOUNT          ,311
J8136616          ,U-JOINT        ,30
J8136618          ,MASTER CYLINDER,113
J8136619          ,"BEARING,MAIN SH",572
J8136622          ,BEARING        ,27
J8136623          ,"BEARING,MAIN SH",280
J8136624          ,"ARM, IDLER     ",168
J8136626          ,"BEARING, OUTPUT",5
J8136631          ,SYNCHRO. ASSY. ,244
J8136632          ,"ARM, IDLER     ",31
J8136633          ,"ROTOR, DISTRIBU",1
J8136640          ,"GASKET, TRANS. ",446
J8136643          ,"BEARING, INPUT ",273
J8136650          ,HUB            ,18
J8136651          ,HUB ASSY       ,51
J8136653          ,BLOCKING RING  ,422
J8136656          ,TAPPET         ,21
J8136659          ,"HOSE, RADIATOR ",4
J8136674          ,TIE ROD END    ,301
J8136675          ,COUNTERSHAFT   ,1277
J84500            ,"STAB. KIT, STRG",26
J8991386          ,"FILTER, AIR    ",119
J8992638          ,"FILTER KIT,FUEL",0
J8992661          ,"FILTER, AIR    ",119
J8993023          ,"MIRROR,REARVIEW",37
J8993146          ,"FILTER, OIL    ",726
J8993317          ,"SEALANT, RTV   ",1369
J8993415          ,"MAST, ANTENNA  ",32
J8997109          ,FENDER FLARES  ,238
J9416223          ,SCREW          ,4152
J9420350          ,"NUT, U-BOLT (9/",88
J9438850          ,"BULB, 2057NA   ",22
J9471777          ,BULB           ,902
K490              ,"CARBURETOR,    ",2
K500063           ,BALL JOINT     ,12
K55038            ,"CARBURETOR,    ",4
K551              ,CARBURETOR     ,9
K55138            ,CARB. WEBER    ,2
K55138M           ,"CARB, MANUAL CH",4
LSPACER           ,LARGE SPACER   ,360
LSK1              ,LEAF SPRING KIT,1
LSK3              ,LEAF SPRING KIT,-2
LSK4              ,LEAF SPRING KIT,-8
L0JH6024          ,SEALED BEAM    ,51
L00H460W          ,"BULB, HEADLAMP ",308
L000PSX24W        ,"BULB, FOG LAMP ",553
L0000H13          ,"BULB, HEADLAMP ",882
L0000067          ,BULB           ,118
L0000089          ,BULB           ,129
L0000158          ,BULB           ,115
L0000168          ,"BULB, 168      ",126
L0000194          ,BULB           ,689
L0000921          ,BULB           ,87
L0001003          ,BULB           ,9
L0003057          ,BULB           ,66
L0003157          ,"BULB, 3157     ",1086
L0003157AK        ,"BULB, 3157A    ",110
L0003457          ,"BULB, 3457     ",79
L0003757AK        ,"BULB, 3757AK   ",894
L0009007QL        ,"BULB, HEADLAMP ",215
L0009055          ,"BULB, FOG LAMP ",17
L00194NA          ,"BULB, 194NA    ",217
L002825W5W        ,"BULB, W5W      ",43
L003157KLC        ,"BULB, 3157     ",68
L003757NAK        ,"BULB, 3757A    ",124
L01295NA          ,BULB           ,120
L03157NA          ,"BULB, 3157A    ",1579
MB303868          ,"SNAP RING, HUB ",4616
MD100679          ,"BELT, TIMING   ",27
MD611757          ,"ROTOR, DISTRIBU",23
MD972003          ,"PUMP, WATER    ",98
MD974424          ,WIRE SET       ,8
MD997310          ,THERMOSTAT     ,6
MFK1              ,FILTER KIT     ,16
MFK10             ,FILTER KIT     ,22
MFK11             ,FILTER KIT     ,23
MFK12             ,FILTER KIT     ,25
MFK13             ,FILTER KIT     ,19
MFK14             ,FILTER KIT     ,17
MFK15             ,FILTER KIT     ,19
MFK16             ,FILTER KIT     ,8
MFK17             ,FILTER KIT     ,26
MFK18             ,FILTER KIT     ,15
MFK19             ,FILTER KIT     ,32
MFK2              ,FILTER KIT     ,18
MFK20             ,FILTER KIT     ,14
MFK21             ,FILTER KIT     ,18
MFK22             ,FILTER KIT     ,16
MFK23             ,FILTER KIT     ,16
MFK24             ,FILTER KIT     ,10
MFK3              ,FILTER KIT     ,20
MFK4              ,FILTER KIT     ,19
MFK5              ,FILTER KIT     ,10
MFK6              ,FILTER KIT     ,14
MFK7              ,FILTER KIT     ,16
